code,level,classificationName,
273,3,Tillverkning av ledningar och kablar och kabeltillbehör,
2731,4,Tillverkning av optiska fiberkablar,
27310,5,Tillverkning av optiska fiberkablar,
2732,4,Tillverkning av andra elektroniska och elektriska ledningar och kablar,
27320,5,Tillverkning av andra elektroniska och elektriska ledningar och kablar,
2733,4,Tillverkning av kabeltillbehör,
27330,5,Tillverkning av kabeltillbehör,
274,3,Tillverkning av belysningsarmatur,
2740,4,Tillverkning av belysningsarmatur,
27400,5,Tillverkning av belysningsarmatur,
275,3,Tillverkning av hushållsmaskiner och hushållsapparater,
2751,4,Tillverkning av elektriska hushållsmaskiner och hushållsapparater,
27510,5,Tillverkning av elektriska hushållsmaskiner och hushållsapparater,
2752,4,Tillverkning av icke-elektriska hushållsmaskiner och hushållsapparater,
27520,5,Tillverkning av icke-elektriska hushållsmaskiner och hushållsapparater,
279,3,Tillverkning av annan elapparatur,
2790,4,Tillverkning av annan elapparatur,
27900,5,Tillverkning av annan elapparatur,
28,2,Tillverkning av övriga maskiner,
281,3,Tillverkning av maskiner för allmänt ändamål,
2811,4,Tillverkning av motorer och turbiner utom för luftfartyg och fordon,
28110,5,Tillverkning av motorer och turbiner utom för luftfartyg och fordon,
2812,4,Tillverkning av fluidteknisk utrustning,
28120,5,Tillverkning av fluidteknisk utrustning,
2813,4,Tillverkning av andra pumpar och kompressorer,
28130,5,Tillverkning av andra pumpar och kompressorer,
2814,4,Tillverkning av andra kranar och ventiler,
28140,5,Tillverkning av andra kranar och ventiler,
2815,4,"Tillverkning av lager, kugghjul och andra delar för kraftöverföring",
28150,5,"Tillverkning av lager, kugghjul och andra delar för kraftöverföring",
282,3,Tillverkning av andra maskiner för allmänt ändamål,
2821,4,Tillverkning av ugnar och monterad värmeutrustning för bostadsuppvärmning,
28210,5,Tillverkning av ugnar och monterad värmeutrustning för bostadsuppvärmning,
2822,4,Tillverkning av lyft- och godshanteringsanordningar,
28220,5,Tillverkning av lyft- och godshanteringsanordningar,
2823,4,"Tillverkning av kontorsmaskiner och kontorsutrustning, utom datorer och kringutrustning",
28230,5,"Tillverkning av kontorsmaskiner och kontorsutrustning, utom datorer och kringutrustning",
2824,4,Tillverkning av motordrivna handverktyg,
28240,5,Tillverkning av motordrivna handverktyg,
2825,4,"Tillverkning av luftkonditionering, utom för hushåll",
28250,5,"Tillverkning av luftkonditionering, utom för hushåll",
2829,4,Tillverkning av diverse övriga maskiner för allmänt ändamål,
28290,5,Tillverkning av diverse övriga maskiner för allmänt ändamål,
283,3,Tillverkning av jord- och skogsbruksmaskiner,
2830,4,Tillverkning av jord- och skogsbruksmaskiner,
28300,5,Tillverkning av jord- och skogsbruksmaskiner,
284,3,Tillverkning av maskiner för metallbearbetning och verktygsmaskiner,
2841,4,Tillverkning av maskiner för metallbearbetning och verktygsmaskiner för bearbetning av metall,
28410,5,Tillverkning av maskiner för metallbearbetning och verktygsmaskiner för bearbetning av metall,
2842,4,Tillverkning av andra verktygsmaskiner,
28420,5,Tillverkning av andra verktygsmaskiner,
289,3,Tillverkning av andra specialmaskiner,
2891,4,Tillverkning av maskiner för metallurgi,
28910,5,Tillverkning av maskiner för metallurgi,
2892,4,"Tillverkning av gruv-, bergbrytnings- och byggmaskiner",
28920,5,"Tillverkning av gruv-, bergbrytnings- och byggmaskiner",
2893,4,"Tillverkning av maskiner för framställning av livsmedel, drycker och tobaksvaror",
28930,5,"Tillverkning av maskiner för framställning av livsmedel, drycker och tobaksvaror",
2894,4,"Tillverkning av maskiner för produktion av textil-, beklädnads- och lädervaror",
28940,5,"Tillverkning av maskiner för produktion av textil-, beklädnads- och lädervaror",
2895,4,"Tillverkning av maskiner för produktion av massa, papper och papp",
28950,5,"Tillverkning av maskiner för produktion av massa, papper och papp",
2896,4,Tillverkning av maskiner för gummi och plast,
28960,5,Tillverkning av maskiner för gummi och plast,
2897,4,Tillverkning av maskiner för additiv tillverkning,
28970,5,Tillverkning av maskiner för additiv tillverkning,
2899,4,Tillverkning av diverse övriga specialmaskiner,
28990,5,Tillverkning av diverse övriga specialmaskiner,
29,2,"Tillverkning av motorfordon, släpfordon och påhängsvagnar",
291,3,Motorfordonstillverkning,
2910,4,Motorfordonstillverkning,
29100,5,Motorfordonstillverkning,
292,3,Tillverkning av karosserier för motorfordon; tillverkning av släpfordon och påhängsvagnar,
2920,4,Tillverkning av karosserier för motorfordon; tillverkning av släpfordon och påhängsvagnar,
29200,5,Tillverkning av karosserier för motorfordon; tillverkning av släpfordon och påhängsvagnar,
293,3,Tillverkning av reservdelar och tillbehör till motorfordon,
2931,4,Tillverkning av elektrisk och elektronisk utrustning för motorfordon,
29310,5,Tillverkning av elektrisk och elektronisk utrustning för motorfordon,
2932,4,Tillverkning av andra delar och tillbehör till motorfordon,
29320,5,Tillverkning av andra delar och tillbehör till motorfordon,
30,2,Tillverkning av andra transportmedel,
301,3,Skepps- och båtbyggeri,
3011,4,Byggande av civila fartyg och flytande materiel,
30110,5,Byggande av civila fartyg och flytande materiel,
3012,4,Byggande av fritidsbåtar,
30120,5,Byggande av fritidsbåtar,
3013,4,Byggande av militära skepp och fartyg,
30130,5,Byggande av militära skepp och fartyg,
302,3,Tillverkning av rälsfordon,
3020,4,Tillverkning av rälsfordon,
30200,5,Tillverkning av rälsfordon,
303,3,"Tillverkning av luftfartyg, rymdfarkoster o.d.",
3031,4,"Tillverkning av civila luftfartyg, rymdfarkoster o.d.",
30310,5,"Tillverkning av civila luftfartyg, rymdfarkoster o.d.",
3032,4,"Tillverkning av militära luftfartyg, rymdfarkoster o.d.",
30320,5,"Tillverkning av militära luftfartyg, rymdfarkoster o.d.",
304,3,Tillverkning av militära stridsfordon,
3040,4,Tillverkning av militära stridsfordon,
30400,5,Tillverkning av militära stridsfordon,
309,3,Övrig tillverkning av transportmedel,
3091,4,Tillverkning av motorcyklar,
30910,5,Tillverkning av motorcyklar,
3092,4,"Tillverkning av cyklar, rullstolar o.d.",
30920,5,"Tillverkning av cyklar, rullstolar o.d.",
3099,4,Diverse övrig transportmedelstillverkning,
30990,5,Diverse övrig transportmedelstillverkning,
31,2,Tillverkning av möbler,
310,3,Tillverkning av möbler,
3100,4,Tillverkning av möbler,
31000,5,Tillverkning av möbler,
32,2,Annan tillverkning,
321,3,"Tillverkning av smycken, guld- och silversmedsvaror samt bijouterier",
3211,4,Prägling av mynt,
32110,5,Prägling av mynt,
3212,4,"Tillverkning av smycken, guld- och silversmedsvaror",
32120,5,"Tillverkning av smycken, guld- och silversmedsvaror",
3213,4,Tillverkning av bijouterier o.d.,
32130,5,Tillverkning av bijouterier o.d.,
322,3,Tillverkning av musikinstrument,
3220,4,Tillverkning av musikinstrument,
32200,5,Tillverkning av musikinstrument,
323,3,Tillverkning av sportartiklar,
3230,4,Tillverkning av sportartiklar,
32300,5,Tillverkning av sportartiklar,
324,3,Tillverkning av spel och leksaker,
3240,4,Tillverkning av spel och leksaker,
32400,5,Tillverkning av spel och leksaker,
325,3,Tillverkning av medicinsk och dental utrustning,
3250,4,Tillverkning av medicinsk och dental utrustning,
32501,5,Tillverkning av tandproteser och tandimplantat,
32502,5,Övrig tillverkning av medicinsk och dental utrustning,
329,3,Övrig tillverkning,
3291,4,Tillverkning av borstbinderiarbeten,
32910,5,Tillverkning av borstbinderiarbeten,
3299,4,Diverse övrig tillverkning,
32991,5,Tillverkning av skyddsutrustning,
32999,5,Övrig tillverkning av diverse produkter som inte klassificerats på annat håll,
33,2,"Reparation, underhåll och installation av maskiner och utrustning",
331,3,"Reparation och underhåll av metallvaror, maskiner och apparater",
3311,4,Reparation och underhåll av metallvaror,
33110,5,Reparation och underhåll av metallvaror,
3312,4,Reparation och underhåll av maskiner,
33121,5,Reparation av maskiner för allmänt bruk,
33122,5,Reparation och underhåll av jord- och skogsbruksmaskiner,
33123,5,Reparation och underhåll av metallverktygsmaskiner och andra verktygsmaskiner,
33129,5,Övrig reparation och övrigt underhåll av specialmaskiner,
3313,4,Reparation och underhåll av elektronisk och optisk utrustning,
33130,5,Reparation och underhåll av elektronisk och optisk utrustning,
3314,4,Reparation och underhåll av elapparatur,
33140,5,Reparation och underhåll av elapparatur,
3315,4,Reparation och underhåll av civila fartyg och båtar,
33150,5,Reparation och underhåll av civila fartyg och båtar,
3316,4,Reparation och underhåll av civila luftfartyg och rymdfarkoster,
33160,5,Reparation och underhåll av civila luftfartyg och rymdfarkoster,
3317,4,Reparation och underhåll av andra civila transportmedel,
33170,5,Reparation och underhåll av andra civila transportmedel,
3318,4,"Reparation och underhåll av militära stridsfordon, skepp, båtar, luftfartyg och rymdfarkoster",
33180,5,"Reparation och underhåll av militära stridsfordon, skepp, båtar, luftfartyg och rymdfarkoster",
3319,4,Reparation och underhåll av annan utrustning,
33190,5,Reparation och underhåll av annan utrustning,
332,3,Installation av industrimaskiner och -utrustning,
3320,4,Installation av industrimaskiner och -utrustning,
33200,5,Installation av industrimaskiner och -utrustning,
D,1,"Försörjning av el, gas, värme och kyla",
35,2,"El-, gas- och ångförsörjning samt luftkonditionering",
351,3,"Generering, överföring och distribution av elkraft",
3511,4,Generering av elektricitet från icke-förnybara energikällor,
35110,5,Generering av elektricitet från icke-förnybara energikällor,
3512,4,Generering av elektricitet från förnybara energikällor,
35121,5,Produktion av elektricitet med vattenkraft,
35122,5,Produktion av elektricitet med vindkraft,
35129,5,Övrig generering av elektricitet från förnybara energikällor,
3513,4,Överföring av elektricitet,
35130,5,Överföring av elektricitet,
3514,4,Distribution av elektricitet,
35140,5,Distribution av elektricitet,
3515,4,Handel med elektricitet,
35150,5,Handel med elektricitet,
3516,4,Lagring av elektricitet,
35160,5,Lagring av elektricitet,
352,3,Framställning av gas och distribution av gasformiga bränslen via rörnät,
3521,4,Framställning av gas,
35210,5,Framställning av gas,
3522,4,Distribution av gasformiga bränslen via rörnät,
35220,5,Distribution av gasformiga bränslen via rörnät,
3523,4,Handel med gas via rörnät,
35230,5,Handel med gas via rörnät,
3524,4,Lagring av gas som en del i nätförsörjningstjänster,
35240,5,Lagring av gas som en del i nätförsörjningstjänster,
353,3,Försörjning av värme och kyla,
3530,4,Försörjning av värme och kyla,
35300,5,Försörjning av värme och kyla,
354,3,Mäklare och agenter för el och naturgas,
3540,4,Mäklare och agenter för el och naturgas,
35400,5,Mäklare och agenter för el och naturgas,
E,1,"Vattenförsörjning; avloppsrening, avfallshantering och sanering",
36,2,Vattenförsörjning,
360,3,Vattenförsörjning,
3600,4,Vattenförsörjning,
36000,5,Vattenförsörjning,
37,2,Avloppsrening,
370,3,Avloppsrening,
3700,4,Avloppsrening,
37000,5,Avloppsrening,
38,2,"Insamling av avfall, återvinning och bortskaffande",
381,3,Insamling av avfall,
3811,4,Insamling av icke-farligt avfall,
38110,5,Insamling av icke-farligt avfall,
3812,4,Insamling av farligt avfall,
38120,5,Insamling av farligt avfall,
382,3,Återvinning av avfall,
3821,4,Materialåtervinning,
38210,5,Materialåtervinning,
3822,4,Energiåtervinning,
38220,5,Energiåtervinning,
3823,4,Annan återvinning av avfall,
38230,5,Annan återvinning av avfall,
383,3,Bortskaffande av avfall utan återvinning,
3831,4,Förbränning utan energiåtervinning,
38310,5,Förbränning utan energiåtervinning,
3832,4,Deponering eller slutförvaring,
38320,5,Deponering eller slutförvaring,
3833,4,Annat bortskaffande av avfall,
38330,5,Annat bortskaffande av avfall,
39,2,"Sanering, efterbehandling av jord och vatten samt annan verksamhet för föroreningsbekämpning",
390,3,"Sanering, efterbehandling av jord och vatten samt annan verksamhet för föroreningsbekämpning",
3900,4,"Sanering, efterbehandling av jord och vatten samt annan verksamhet för föroreningsbekämpning",
39000,5,"Sanering, efterbehandling av jord och vatten samt annan verksamhet för föroreningsbekämpning",
F,1,Byggverksamhet,
41,2,Byggande av bostadshus och andra byggnader,
410,3,Byggande av bostadshus och andra byggnader,
4100,4,Byggande av bostadshus och andra byggnader,
41000,5,Byggande av bostadshus och andra byggnader,
42,2,Anläggningsarbeten,
421,3,Anläggning av vägar och järnvägar,
4211,4,Anläggning av vägar och motorvägar,
42110,5,Anläggning av vägar och motorvägar,
4212,4,Anläggning av järnvägar och tunnelbanor,
42120,5,Anläggning av järnvägar och tunnelbanor,
4213,4,Anläggning av broar och tunnlar,
42130,5,Anläggning av broar och tunnlar,
422,3,Allmännyttiga anläggningsarbeten,
4221,4,"Allmännyttiga anläggningsarbeten för värme, vatten och avlopp",
42210,5,"Allmännyttiga anläggningsarbeten för värme, vatten och avlopp",
4222,4,Anläggningsarbeten för el och telekommunikation,
42220,5,Anläggningsarbeten för el och telekommunikation,
429,3,Andra anläggningsarbeten,
4291,4,Vattenbyggnad,
42910,5,Vattenbyggnad,
4299,4,Diverse övriga anläggningsarbeten,
42990,5,Diverse övriga anläggningsarbeten,
43,2,Specialiserad bygg- och anläggningsverksamhet,
431,3,Rivning av hus samt mark- och grundarbeten,
4311,4,Rivning av hus och byggnader,
43110,5,Rivning av hus och byggnader,
4312,4,Mark- och grundarbeten,
43120,5,Mark- och grundarbeten,
4313,4,Markundersökning,
43130,5,Markundersökning,
432,3,"Elinstallationer, VVS-arbeten och andra bygginstallationer",
4321,4,Elinstallationer,
43210,5,Elinstallationer,
4322,4,VVS-arbeten,
43220,5,VVS-arbeten,
4323,4,Installation av isolering,
43230,5,Installation av isolering,
4324,4,Andra bygginstallationer,
43241,5,Installation av hissar och rulltrappor,
43249,5,Övriga bygginstallationer som inte klassificerats på annat håll,
433,3,Slutbehandling av byggnader,
4331,4,"Puts-, fasad- och stuckatörsarbeten",
43310,5,"Puts-, fasad- och stuckatörsarbeten",
4332,4,Byggnadssnickeriarbeten,
43320,5,Byggnadssnickeriarbeten,
4333,4,Golv- och väggbeläggningsarbeten,
43330,5,Golv- och väggbeläggningsarbeten,
4334,4,Måleri- och glasmästeriarbeten,
43341,5,Måleriarbeten,
43342,5,Glasmästeriarbeten,
4335,4,Annan slutbehandling av byggnader,
43350,5,Annan slutbehandling av byggnader,
434,3,Specialiserad bygg- och anläggningsverksamhet i samband med byggande av hus,
4341,4,Takarbeten,
43410,5,Takarbeten,
4342,4,Annan specialiserad bygg- och anläggningsverksamhet i samband med byggande av hus,
43420,5,Annan specialiserad bygg- och anläggningsverksamhet i samband med byggande av hus,
435,3,Specialiserad bygg- och anläggningsverksamhet i samband med anläggningsarbeten,
4350,4,Specialiserad bygg- och anläggningsverksamhet i samband med anläggningsarbeten,
43500,5,Specialiserad bygg- och anläggningsverksamhet i samband med anläggningsarbeten,
436,3,Förmedling avseende specialiserad bygg- och anläggningsverksamhet,
4360,4,Förmedling avseende specialiserad bygg- och anläggningsverksamhet,
43600,5,Förmedling avseende specialiserad bygg- och anläggningsverksamhet,
439,3,Annan specialiserad bygg- och anläggningsverksamhet,
4391,4,Murarbeten,
43910,5,Murarbeten,
4399,4,Diverse övrig specialiserad bygg- och anläggningsverksamhet,
43991,5,Uthyrning av byggmaskiner med förare,
43999,5,Övrig diverse specialiserad bygg- och anläggningsverksamhet som inte klassificerats på annat håll,
G,1,Handel,
46,2,Parti- och provisionshandel,
461,3,Provisionshandel,
4611,4,"Provisionshandel med jordbruksråvaror, levande djur, textilråvaror och textilhalvfabrikat",
46110,5,"Provisionshandel med jordbruksråvaror, levande djur, textilråvaror och textilhalvfabrikat",
4612,4,"Provisionshandel med bränsle, malm, metaller och industrikemikalier",
46120,5,"Provisionshandel med bränsle, malm, metaller och industrikemikalier",
4613,4,Provisionshandel med virke och byggmaterial,
46130,5,Provisionshandel med virke och byggmaterial,
4614,4,"Provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg",
46140,5,"Provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg",
4615,4,"Provisionshandel med möbler, hushålls- och järnhandelsvaror",
46150,5,"Provisionshandel med möbler, hushålls- och järnhandelsvaror",
4616,4,"Provisionshandel med textilier, kläder, pälsvaror, skodon och lädervaror",
46160,5,"Provisionshandel med textilier, kläder, pälsvaror, skodon och lädervaror",
4617,4,"Provisionshandel med livsmedel, drycker och tobak",
46170,5,"Provisionshandel med livsmedel, drycker och tobak",
4618,4,Provisionshandel med annat specialsortiment,
46180,5,Provisionshandel med annat specialsortiment,
4619,4,Icke-specialiserad provisionshandel,
46190,5,Icke-specialiserad provisionshandel,
462,3,Partihandel med jordbruksråvaror och levande djur,
4621,4,"Partihandel med spannmål, råtobak, utsäde och djurfoder",
46210,5,"Partihandel med spannmål, råtobak, utsäde och djurfoder",
4622,4,Partihandel med blommor och växter,
46220,5,Partihandel med blommor och växter,
4623,4,Partihandel med levande djur,
46230,5,Partihandel med levande djur,
4624,4,"Partihandel med hudar, skinn och läder",
46240,5,"Partihandel med hudar, skinn och läder",
463,3,"Partihandel med livsmedel, drycker och tobak",
4631,4,Partihandel med frukt och grönsaker,
46310,5,Partihandel med frukt och grönsaker,
4632,4,"Partihandel med kött, köttprodukter, fisk och fiskprodukter",
46321,5,Partihandel med kött och köttprodukter,
46322,5,Partihandel med fisk och fiskprodukter,
4633,4,"Partihandel med mejeriprodukter, ägg, matolja och matfett",
46330,5,"Partihandel med mejeriprodukter, ägg, matolja och matfett",
4634,4,Partihandel med drycker,
46340,5,Partihandel med drycker,
4635,4,Partihandel med tobak,
46350,5,Partihandel med tobak,
4636,4,"Partihandel med socker, choklad- och sockerkonfektyrer",
46360,5,"Partihandel med socker, choklad- och sockerkonfektyrer",
4637,4,"Partihandel med kaffe, te, kakao och kryddor",
46370,5,"Partihandel med kaffe, te, kakao och kryddor",
4638,4,Partihandel med andra livsmedel,
46381,5,Partihandel med naturprodukter,
46389,5,Övrig partihandel med livsmedel som inte klassificerats på annat håll,
4639,4,"Icke-specialiserad partihandel med livsmedel, drycker och tobak",
46390,5,"Icke-specialiserad partihandel med livsmedel, drycker och tobak",
464,3,Partihandel med hushållsvaror,
4641,4,Partihandel med textilier,
46411,5,Partihandel med tyger och garner,
46412,5,Övrig partihandel med textilier,
4642,4,Partihandel med kläder och skodon,
46421,5,Partihandel med kläder,
46422,5,Partihandel med skodon,
4643,4,Partihandel med hushållsapparater och elartiklar,
46431,5,Partihandel med hemelektronik,
46439,5,Övrig partihandel med hushållsapparater och elartiklar,
4644,4,Partihandel med glas och porslin samt rengöringsmedel,
46441,5,Partihandel med glas och porslin,
46442,5,Partihandel med rengöringsmedel,
4645,4,Partihandel med parfym och kosmetika,
46450,5,Partihandel med parfym och kosmetika,
4646,4,Partihandel med medicinsk utrustning och apoteksvaror,
46461,5,Partihandel med farmaceutiska varor,
46462,5,Partihandel med medicinska artiklar,
4647,4,"Partihandel med hushållsvaror, kontors- och butiksmöbler, mattor och belysningsartiklar",
46470,5,"Partihandel med hushållsvaror, kontors- och butiksmöbler, mattor och belysningsartiklar",
4648,4,Partihandel med ur och guldsmedsvaror,
46480,5,Partihandel med ur och guldsmedsvaror,
4649,4,Partihandel med andra hushållsvaror,
46491,5,Partihandel med pappersartiklar,
46492,5,Partihandel med sportartiklar,
46493,5,Partihandel med båtar,
46494,5,Övrig specialiserad partihandel med hobbyredskap,
46499,5,Partihandel med andra hushållsvaror som inte klassificerats på annat håll,
465,3,Partihandel med informations- och kommunikationsutrustning,
4650,4,Partihandel med informations- och kommunikationsutrustning,
46500,5,Partihandel med informations- och kommunikationsutrustning,
466,3,Partihandel med andra maskiner och annan utrustning,
4661,4,Partihandel med jordbruksmaskiner och jordbruksutrustning,
46610,5,Partihandel med jordbruksmaskiner och jordbruksutrustning,
4662,4,Partihandel med verktygsmaskiner,
46620,5,Partihandel med verktygsmaskiner,
4663,4,"Partihandel med gruv-, bygg- och anläggningsmaskiner",
46630,5,"Partihandel med gruv-, bygg- och anläggningsmaskiner",
4664,4,Partihandel med andra maskiner och annan utrustning,
46641,5,Partihandel med elartiklar,
46642,5,Övrig partihandel med maskiner för industriellt bruk,
46649,5,Övrig partihandel med maskiner och annan utrustning som inte klassificerats på annat håll,
467,3,Partihandel med motorfordon och motorcyklar inklusive reservdelar och tillbehör,
4671,4,Partihandel med motorfordon,
46711,5,Partihandel med bilar och lätta motorfordon,
46712,5,Partihandel med lastbilar och andra tunga motorfordon,
4672,4,Partihandel med reservdelar och tillbehör till motorfordon,
46721,5,Partihandel med däck till motorfordon,
46722,5,Övrig partihandel med reservdelar och tillbehör till motorfordon,
4673,4,"Partihandel med motorcyklar, reservdelar och tillbehör till motorcyklar",
46730,5,"Partihandel med motorcyklar, reservdelar och tillbehör till motorcyklar",
468,3,Annan specialiserad partihandel,
4681,4,Partihandel med bränslen,
46810,5,Partihandel med bränslen,
4682,4,Partihandel med metaller och metallmalmer,
46820,5,Partihandel med metaller och metallmalmer,
4683,4,"Partihandel med virke, andra byggmaterial och sanitetsgods",
46831,5,Partihandel med byggmaterial utan specialisering på en viss produktgrupp,
46832,5,Partihandel med virke,
46833,5,Partihandel med byggmaterial av metall,
46839,5,Specialiserad partihandel med sanitetsgods och övriga byggmaterial,
4684,4,Partihandel med järnhandelsvaror och VVS-armatur,
46841,5,Partihandel med järnhandelsvaror,
46842,5,Partihandel med VVS-armatur,
4685,4,Partihandel med kemiska produkter,
46850,5,Partihandel med kemiska produkter,
4686,4,Partihandel med andra insatsvaror,
46860,5,Partihandel med andra insatsvaror,
4687,4,Partihandel med avfallsprodukter och skrot,
46870,5,Partihandel med avfallsprodukter och skrot,
4689,4,Diverse övrig specialiserad partihandel,
46890,5,Diverse övrig specialiserad partihandel,
469,3,Icke-specialiserad partihandel,
4690,4,Icke-specialiserad partihandel,
46900,5,Icke-specialiserad partihandel,
47,2,Detaljhandel,
471,3,Detaljhandel med brett sortiment,
4711,4,"Detaljhandel med brett sortiment, mest livsmedel, drycker och tobak",
47110,5,"Detaljhandel med brett sortiment, mest livsmedel, drycker och tobak",
4712,4,Annan detaljhandel med brett sortiment,
47120,5,Annan detaljhandel med brett sortiment,
472,3,"Detaljhandel med livsmedel, drycker och tobak",
4721,4,Detaljhandel med frukt och grönsaker,
47210,5,Detaljhandel med frukt och grönsaker,
4722,4,Detaljhandel med kött och charkuterier,
47220,5,Detaljhandel med kött och charkuterier,
4723,4,"Detaljhandel med fisk, skal- och blötdjur",
47230,5,"Detaljhandel med fisk, skal- och blötdjur",
4724,4,"Detaljhandel med bröd, konditorivaror och konfektyrer",
47240,5,"Detaljhandel med bröd, konditorivaror och konfektyrer",
4725,4,Detaljhandel med drycker,
47250,5,Detaljhandel med drycker,
4726,4,Detaljhandel med tobaksvaror,
47260,5,Detaljhandel med tobaksvaror,
4727,4,Detaljhandel med andra livsmedel,
47271,5,Detaljhandel med naturprodukter,
47279,5,Övrig detaljhandel med livsmedel som inte klassificerats på annat håll,
473,3,Detaljhandel med drivmedel,
4730,4,Detaljhandel med drivmedel,
47300,5,Detaljhandel med drivmedel,
474,3,Detaljhandel med informations- och kommunikationsutrustning,
4740,4,Detaljhandel med informations- och kommunikationsutrustning,
47400,5,Detaljhandel med informations- och kommunikationsutrustning,
475,3,Detaljhandel med heminredningsartiklar och husgeråd,
4751,4,Detaljhandel med textilier,
47511,5,Detaljhandel med tyger,
47512,5,Specialiserad detaljhandel med garner och handarbetstillbehör,
4752,4,Detaljhandel med bygg- och järnvaror samt färg och glas,
47521,5,Detaljhandel med bygg- och järnvaror utan specialisering på en viss produktgrupp,
47522,5,Detaljhandel med målarfärg,
47523,5,Detaljhandel med köksinredningar och sanitetsgods,
47529,5,Övrig specialiserad detaljhandel med bygg- och järnvaror samt glas,
4753,4,Detaljhandel med mattor och inredningstextilier,
47531,5,Detaljhandel med mattor och gardiner,
47532,5,Detaljhandel med vägg- och golvbeläggningar,
4754,4,Detaljhandel med elektriska hushållsmaskiner och hushållsapparater,
47540,5,Detaljhandel med elektriska hushållsmaskiner och hushållsapparater,
4755,4,"Detaljhandel med möbler, belysningsartiklar, bordsartiklar och hushållsartiklar",
47551,5,Detaljhandel med möbler,
47552,5,Detaljhandel med belysningsartiklar,
47553,5,Detaljhandel med småbarnsutrustning,
47554,5,"Detaljhandel med bestick, kärl och hushållsartiklar av gummi och plast",
47555,5,"Övrig detaljhandel med bestick, kärl och hushållsartiklar",
476,3,Detaljhandel med kultur- och fritidsartiklar,
4761,4,Detaljhandel med böcker,
47610,5,Detaljhandel med böcker,
4762,4,"Detaljhandel med tidningar, tidskrifter och kontorsförbrukningsvaror",
47620,5,"Detaljhandel med tidningar, tidskrifter och kontorsförbrukningsvaror",
4763,4,Detaljhandel med sport- och fritidsartiklar,
47631,5,Detaljhandel med båtar och båttillbehör,
47632,5,Detaljhandel med cyklar och övriga sport- och fritidsartiklar,
4764,4,Detaljhandel med spel och leksaker,
47640,5,Detaljhandel med spel och leksaker,
4769,4,Detaljhandel med övriga kultur- och fritidsartiklar,
47691,5,Konstaffärer,
47699,5,Övrig detaljhandel med kultur- och fritidsartiklar som inte klassificerats på annat håll,
477,3,Detaljhandel med andra hushållsvaror,
4771,4,Detaljhandel med kläder,
47711,5,Specialiserad detaljhandel med kläder,
47712,5,Detaljhandel med kläder utan specialisering på en viss produktgrupp,
4772,4,Detaljhandel med skodon och lädervaror,
47721,5,Detaljhandel med skodon,
47722,5,Detaljhandel med lädervaror,
4773,4,Detaljhandel med apoteksvaror,
47730,5,Detaljhandel med apoteksvaror,
4774,4,Detaljhandel med medicinska och ortopediska artiklar,
47741,5,Detaljhandel med optiska medicinska artiklar,
47742,5,Övrig detaljhandel med medicinska och ortopediska artiklar,
4775,4,Detaljhandel med kosmetika och hygienartiklar,
47750,5,Detaljhandel med kosmetika och hygienartiklar,
4776,4,"Detaljhandel med blommor och andra växter, gödselmedel samt små sällskapsdjur och sällskapsdjursfoder",
47761,5,Detaljhandel med blommor och prydnadsväxter,
47762,5,Övrig detaljhandel med växter och gödselmedel,
47763,5,Detaljhandel med sällskapsdjur och sällskapsdjursfoder,
4777,4,"Detaljhandel med ur, guldsmedsvaror och smycken",
47770,5,"Detaljhandel med ur, guldsmedsvaror och smycken",
4778,4,Detaljhandel med andra nya varor,
47781,5,Detaljhandel med fotografisk utrustning,
47782,5,Övrig detaljhandel med nya varor som inte klassificerats på annat håll,
4779,4,Detaljhandel med antikviteter och andra begagnade varor,
47791,5,Detaljhandel med antikviteter,
47792,5,Detaljhandel med gamla och begagnade böcker,
47793,5,Detaljhandel med begagnade kläder och accessoarer,
47799,5,Övrig detaljhandel med begagnade varor,
478,3,Detaljhandel med motorfordon och motorcyklar inklusive reservdelar och tillbehör,
4781,4,Detaljhandel med motorfordon,
47811,5,Detaljhandel med bilar och lätta motorfordon,
47812,5,Detaljhandel med husvagnar och övriga motorfordon,
4782,4,Detaljhandel med reservdelar och tillbehör till motorfordon,
47821,5,Detaljhandel med däck till motorfordon,
47822,5,Övrig detaljhandel med reservdelar och tillbehör till motorfordon,
4783,4,"Detaljhandel med motorcyklar, reservdelar och tillbehör till motorcyklar",
47830,5,"Detaljhandel med motorcyklar, reservdelar och tillbehör till motorcyklar",
479,3,Förmedling avseende detaljhandel,
4791,4,Förmedling avseende icke-specialiserad detaljhandel,
47910,5,Förmedling avseende icke-specialiserad detaljhandel,
4792,4,Förmedling avseende specialiserad detaljhandel,
47920,5,Förmedling avseende specialiserad detaljhandel,
H,1,Transport och magasinering,
49,2,Landtransport; transport i rörsystem,
491,3,"Järnvägstransport, passagerartrafik",
4911,4,"Tung järnvägstransport, passagerartrafik",
49110,5,"Tung järnvägstransport, passagerartrafik",
4912,4,"Annan järnvägstransport, passagerartrafik",
49120,5,"Annan järnvägstransport, passagerartrafik",
492,3,"Järnvägstransport, godstrafik",
4920,4,"Järnvägstransport, godstrafik",
49200,5,"Järnvägstransport, godstrafik",
493,3,"Annan landtransport, passagerartrafik",
4931,4,"Reguljär vägtransport, passagerartrafik",
49310,5,"Reguljär vägtransport, passagerartrafik",
