sourceCode;sourceName;targetCode;targetName;distributionSourceToTarget;distributionTargetToSource;
"'24410'";"Precious metals production";"'24410'";"Precious metals production";0;0;
"'2442'";"Aluminium production";"'2442'";"Aluminium production";0;0;
"'24420'";"Aluminium production";"'24420'";"Aluminium production";0;0;
"'2443'";"Lead, zinc and tin production";"'2443'";"Lead, zinc and tin production";0;0;
"'24430'";"Lead, zinc and tin production";"'24430'";"Lead, zinc and tin production";0;0;
"'2444'";"Copper production";"'2444'";"Copper production";0;0;
"'24440'";"Copper production";"'24440'";"Copper production";0;0;
"'2445'";"Other non-ferrous metal production";"'2445'";"Other non-ferrous metal production";0;0;
"'24450'";"Other non-ferrous metal production";"'24450'";"Other non-ferrous metal production";0;0;
"'2446'";"Processing of nuclear fuel";"'2446'";"Processing of nuclear fuel";0;0;
"'24460'";"Processing of nuclear fuel";"'24460'";"Processing of nuclear fuel";0;0;
"'245'";"Casting of metals";"'245'";"Casting of metals";0;0;
"'2451'";"Casting of iron";"'2451'";"Casting of iron";0;0;
"'24510'";"Casting of iron";"'24510'";"Casting of iron";0;0;
"'2452'";"Casting of steel";"'2452'";"Casting of steel";0;0;
"'24520'";"Casting of steel";"'24520'";"Casting of steel";0;0;
"'2453'";"Casting of light metals";"'2454'";"Casting of other non-ferrous metals";2;2;
"'2453'";"Casting of light metals";"'2453'";"Casting of light metals";2;0;
"'24530'";"Casting of light metals";"'24540'";"Casting of other non-ferrous metals";2;2;
"'24530'";"Casting of light metals";"'24530'";"Casting of light metals";1;0;
"'2454'";"Casting of other non-ferrous metals";"'2454'";"Casting of other non-ferrous metals";0;2;
"'24540'";"Casting of other non-ferrous metals";"'24540'";"Casting of other non-ferrous metals";0;1;
"'25'";"Manufacture of fabricated metal products, except machinery and equipment";"'28'";"Manufacture of machinery and equipment n.e.c.";2;2;
"'25'";"Manufacture of fabricated metal products, except machinery and equipment";"'25'";"Manufacture of fabricated metal products, except machinery and equipment";2;0;
"'251'";"Manufacture of structural metal products";"'251'";"Manufacture of structural metal products";0;0;
"'2511'";"Manufacture of metal structures and parts of structures";"'2511'";"Manufacture of metal structures and parts of structures";0;0;
"'25110'";"Manufacture of metal structures and parts of structures";"'25110'";"Manufacture of metal structures and parts of structures";0;0;
"'2512'";"Manufacture of doors and windows of metal";"'2512'";"Manufacture of doors and windows of metal";0;0;
"'25120'";"Manufacture of doors and windows of metal";"'25120'";"Manufacture of doors and windows of metal";0;0;
"'252'";"Manufacture of tanks, reservoirs and containers of metal";"'282'";"Manufacture of other general-purpose machinery";2;2;
"'252'";"Manufacture of tanks, reservoirs and containers of metal";"'252'";"Manufacture of tanks, reservoirs and containers of metal";2;2;
"'2521'";"Manufacture of central heating radiators and boilers";"'2821'";"Manufacture of ovens, furnaces and permanent household heating equipment";2;2;
"'2521'";"Manufacture of central heating radiators and boilers";"'2521'";"Manufacture of central heating radiators, steam generators and boilers";2;2;
"'25210'";"Manufacture of central heating radiators and boilers";"'28210'";"Manufacture of ovens, furnaces and permanent household heating equipment";2;2;
"'25210'";"Manufacture of central heating radiators and boilers";"'25210'";"Manufacture of central heating radiators, steam generators and boilers";1;2;
"'2529'";"Manufacture of other tanks, reservoirs and containers of metal";"'2522'";"Manufacture of other tanks, reservoirs and containers of metal";0;0;
"'25290'";"Manufacture of other tanks, reservoirs and containers of metal";"'25220'";"Manufacture of other tanks, reservoirs and containers of metal";0;0;
"'253'";"Manufacture of steam generators, except central heating hot water boilers";"'252'";"Manufacture of tanks, reservoirs and containers of metal";0;2;
"'2530'";"Manufacture of steam generators, except central heating hot water boilers";"'2521'";"Manufacture of central heating radiators, steam generators and boilers";0;2;
"'25300'";"Manufacture of steam generators, except central heating hot water boilers";"'25210'";"Manufacture of central heating radiators, steam generators and boilers";0;2;
"'254'";"Manufacture of weapons and ammunition";"'253'";"Manufacture of weapons and ammunition";0;0;
"'2540'";"Manufacture of weapons and ammunition";"'2530'";"Manufacture of weapons and ammunition";0;0;
"'25400'";"Manufacture of weapons and ammunition";"'25300'";"Manufacture of weapons and ammunition";0;0;
"'255'";"Forging, pressing, stamping and roll-forming of metal; powder metallurgy";"'254'";"Forging and shaping metal and powder metallurgy";0;0;
"'2550'";"Forging, pressing, stamping and roll-forming of metal; powder metallurgy";"'2540'";"Forging and shaping metal and powder metallurgy";0;0;
"'25500'";"Forging, pressing, stamping and roll-forming of metal; powder metallurgy";"'25400'";"Forging and shaping metal and powder metallurgy";0;0;
"'256'";"Treatment and coating of metals; machining";"'255'";"Treatment and coating of metals; machining";0;0;
"'2561'";"Treatment and coating of metals";"'2553'";"Machining of metals";2;2;
"'2561'";"Treatment and coating of metals";"'2552'";"Heat treatment of metals";2;0;
"'2561'";"Treatment and coating of metals";"'2551'";"Coating of metals";2;0;
"'25610'";"Treatment and coating of metals";"'25530'";"Machining of metals";2;2;
"'25610'";"Treatment and coating of metals";"'25520'";"Heat treatment of metals";2;0;
"'25610'";"Treatment and coating of metals";"'25510'";"Coating of metals";2;0;
"'2562'";"Machining";"'2553'";"Machining of metals";0;2;
"'25620'";"Machining";"'25530'";"Machining of metals";0;1;
"'257'";"Manufacture of cutlery, tools and general hardware";"'256'";"Manufacture of cutlery, tools and general hardware";0;0;
"'2571'";"Manufacture of cutlery";"'2561'";"Manufacture of cutlery";0;0;
"'25710'";"Manufacture of cutlery";"'25610'";"Manufacture of cutlery";0;0;
"'2572'";"Manufacture of locks and hinges";"'2562'";"Manufacture of locks and hinges";0;0;
"'25720'";"Manufacture of locks and hinges";"'25620'";"Manufacture of locks and hinges";0;0;
"'2573'";"Manufacture of tools";"'2563'";"Manufacture of tools";0;0;
"'25730'";"Manufacture of tools";"'25630'";"Manufacture of tools";0;0;
"'259'";"Manufacture of other fabricated metal products";"'259'";"Manufacture of other fabricated metal products";0;0;
"'2591'";"Manufacture of steel drums and similar containers";"'2591'";"Manufacture of steel drums and similar containers";0;0;
"'25910'";"Manufacture of steel drums and similar containers";"'25910'";"Manufacture of steel drums and similar containers";0;0;
"'2592'";"Manufacture of light metal packaging";"'2592'";"Manufacture of light metal packaging";0;0;
"'25920'";"Manufacture of light metal packaging";"'25920'";"Manufacture of light metal packaging";0;0;
"'2593'";"Manufacture of wire products, chain and springs";"'2593'";"Manufacture of wire products, chain and springs";0;0;
"'25930'";"Manufacture of wire products, chain and springs";"'25930'";"Manufacture of wire products, chain and springs";0;0;
"'2594'";"Manufacture of fasteners and screw machine products";"'2594'";"Manufacture of fasteners and screw machine products";0;0;
"'25940'";"Manufacture of fasteners and screw machine products";"'25940'";"Manufacture of fasteners and screw machine products";0;0;
"'2599'";"Manufacture of other fabricated metal products n.e.c.";"'2599'";"Manufacture of other fabricated metal products n.e.c.";0;0;
"'25990'";"Manufacture of other fabricated metal products n.e.c.";"'25990'";"Manufacture of other fabricated metal products n.e.c.";0;0;
"'26'";"Manufacture of computer, electronic and optical products";"'26'";"Manufacture of computer, electronic and optical products";0;2;
"'261'";"Manufacture of electronic components and boards";"'261'";"Manufacture of electronic components and boards";0;0;
"'2611'";"Manufacture of electronic components";"'2611'";"Manufacture of electronic components";0;0;
"'26110'";"Manufacture of electronic components";"'26110'";"Manufacture of electronic components";0;0;
"'2612'";"Manufacture of loaded electronic boards";"'2612'";"Manufacture of loaded electronic boards";0;0;
"'26120'";"Manufacture of loaded electronic boards";"'26120'";"Manufacture of loaded electronic boards";0;0;
"'262'";"Manufacture of computers and peripheral equipment";"'262'";"Manufacture of computers and peripheral equipment";0;2;
"'2620'";"Manufacture of computers and peripheral equipment";"'2620'";"Manufacture of computers and peripheral equipment";0;2;
"'26200'";"Manufacture of computers and peripheral equipment";"'26200'";"Manufacture of computers and peripheral equipment";0;1;
"'263'";"Manufacture of communication equipment";"'265'";"Manufacture of measuring testing instruments, clocks and watches";2;2;
"'263'";"Manufacture of communication equipment";"'263'";"Manufacture of communication equipment";2;0;
"'2630'";"Manufacture of communication equipment";"'2651'";"Manufacture of instruments and appliances for measuring, testing and navigation";2;2;
"'2630'";"Manufacture of communication equipment";"'2630'";"Manufacture of communication equipment";2;0;
"'26300'";"Manufacture of communication equipment";"'26510'";"Manufacture of instruments and appliances for measuring, testing and navigation";2;2;
"'26300'";"Manufacture of communication equipment";"'26300'";"Manufacture of communication equipment";1;0;
"'264'";"Manufacture of consumer electronics";"'264'";"Manufacture of consumer electronics";0;0;
"'2640'";"Manufacture of consumer electronics";"'2640'";"Manufacture of consumer electronics";0;0;
"'26400'";"Manufacture of consumer electronics";"'26400'";"Manufacture of consumer electronics";0;0;
"'265'";"Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks";"'265'";"Manufacture of measuring testing instruments, clocks and watches";0;2;
"'2651'";"Manufacture of instruments and appliances for measuring, testing and navigation";"'2651'";"Manufacture of instruments and appliances for measuring, testing and navigation";0;2;
"'26510'";"Manufacture of instruments and appliances for measuring, testing and navigation";"'26510'";"Manufacture of instruments and appliances for measuring, testing and navigation";0;1;
"'2652'";"Manufacture of watches and clocks";"'2652'";"Manufacture of watches and clocks";0;0;
"'26520'";"Manufacture of watches and clocks";"'26520'";"Manufacture of watches and clocks";0;0;
"'266'";"Manufacture of irradiation, electromedical and electrotherapeutic equipment";"'266'";"Manufacture of irradiation, electromedical and electrotherapeutic equipment";0;2;
"'2660'";"Manufacture of irradiation, electromedical and electrotherapeutic equipment";"'2660'";"Manufacture of irradiation, electromedical and electrotherapeutic equipment";0;2;
"'26600'";"Manufacture of irradiation, electromedical and electrotherapeutic equipment";"'26600'";"Manufacture of irradiation, electromedical and electrotherapeutic equipment";0;1;
"'267'";"Manufacture of optical instruments and photographic equipment";"'267'";"Manufacture of optical instruments, magnetic and optical media and photographic equipment";0;2;
"'2670'";"Manufacture of optical instruments and photographic equipment";"'2670'";"Manufacture of optical instruments, magnetic and optical media and photographic equipment";0;2;
"'26700'";"Manufacture of optical instruments and photographic equipment";"'26700'";"Manufacture of optical instruments, magnetic and optical media and photographic equipment";0;2;
"'268'";"Manufacture of magnetic and optical media";"'267'";"Manufacture of optical instruments, magnetic and optical media and photographic equipment";0;2;
"'2680'";"Manufacture of magnetic and optical media";"'2670'";"Manufacture of optical instruments, magnetic and optical media and photographic equipment";0;2;
"'26800'";"Manufacture of magnetic and optical media";"'26700'";"Manufacture of optical instruments, magnetic and optical media and photographic equipment";0;2;
"'27'";"Manufacture of electrical equipment";"'32'";"Other manufacturing";2;2;
"'27'";"Manufacture of electrical equipment";"'29'";"Manufacture of motor vehicles, trailers and semi-trailers";2;2;
"'27'";"Manufacture of electrical equipment";"'27'";"Manufacture of electrical equipment";2;2;
"'271'";"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus";"'291'";"Manufacture of motor vehicles";2;2;
"'271'";"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus";"'271'";"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus";2;2;
"'2711'";"Manufacture of electric motors, generators and transformers";"'2910'";"Manufacture of motor vehicles";2;2;
"'2711'";"Manufacture of electric motors, generators and transformers";"'2711'";"Manufacture of electric motors, generators and transformers";2;2;
"'27110'";"Manufacture of electric motors, generators and transformers";"'29100'";"Manufacture of motor vehicles";2;2;
"'27110'";"Manufacture of electric motors, generators and transformers";"'27110'";"Manufacture of electric motors, generators and transformers";1;1;
"'2712'";"Manufacture of electricity distribution and control apparatus";"'2712'";"Manufacture of electricity distribution and control apparatus";2;0;
"'2712'";"Manufacture of electricity distribution and control apparatus";"'2711'";"Manufacture of electric motors, generators and transformers";2;2;
"'27120'";"Manufacture of electricity distribution and control apparatus";"'27120'";"Manufacture of electricity distribution and control apparatus";1;0;
"'27120'";"Manufacture of electricity distribution and control apparatus";"'27110'";"Manufacture of electric motors, generators and transformers";2;2;
"'272'";"Manufacture of batteries and accumulators";"'272'";"Manufacture of batteries and accumulators";0;0;
"'2720'";"Manufacture of batteries and accumulators";"'2720'";"Manufacture of batteries and accumulators";0;0;
"'27200'";"Manufacture of batteries and accumulators";"'27200'";"Manufacture of batteries and accumulators";0;0;
"'273'";"Manufacture of wiring and wiring devices";"'273'";"Manufacture of wiring and wiring devices";0;0;
"'2731'";"Manufacture of fibre optic cables";"'2731'";"Manufacture of fibre optic cables";0;0;
"'27310'";"Manufacture of fibre optic cables";"'27310'";"Manufacture of fibre optic cables";0;0;
"'2732'";"Manufacture of other electronic and electric wires and cables";"'2732'";"Manufacture of other electronic and electric wires and cables";0;0;
"'27320'";"Manufacture of other electronic and electric wires and cables";"'27320'";"Manufacture of other electronic and electric wires and cables";0;0;
"'2733'";"Manufacture of wiring devices";"'2733'";"Manufacture of wiring devices";0;0;
"'27330'";"Manufacture of wiring devices";"'27330'";"Manufacture of wiring devices";0;0;
"'274'";"Manufacture of electric lighting equipment";"'274'";"Manufacture of lighting equipment";0;0;
"'2740'";"Manufacture of electric lighting equipment";"'2740'";"Manufacture of lighting equipment";0;0;
"'27400'";"Manufacture of electric lighting equipment";"'27400'";"Manufacture of lighting equipment";0;0;
"'275'";"Manufacture of domestic appliances";"'275'";"Manufacture of domestic appliances";0;0;
"'2751'";"Manufacture of electric domestic appliances";"'2751'";"Manufacture of electric domestic appliances";0;0;
"'27510'";"Manufacture of electric domestic appliances";"'27510'";"Manufacture of electric domestic appliances";0;0;
"'2752'";"Manufacture of non-electric domestic appliances";"'2752'";"Manufacture of non-electric domestic appliances";0;0;
"'27520'";"Manufacture of non-electric domestic appliances";"'27520'";"Manufacture of non-electric domestic appliances";0;0;
"'279'";"Manufacture of other electrical equipment";"'329'";"Manufacturing n.e.c.";2;2;
"'279'";"Manufacture of other electrical equipment";"'293'";"Manufacture of motor vehicle parts and accessories";2;2;
"'279'";"Manufacture of other electrical equipment";"'279'";"Manufacture of other electrical equipment";2;2;
"'279'";"Manufacture of other electrical equipment";"'271'";"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus";2;2;
"'2790'";"Manufacture of other electrical equipment";"'3299'";"Other manufacturing n.e.c.";2;2;
"'2790'";"Manufacture of other electrical equipment";"'2931'";"Manufacture of electrical and electronic equipment for motor vehicles";2;2;
"'2790'";"Manufacture of other electrical equipment";"'2790'";"Manufacture of other electrical equipment";2;2;
"'2790'";"Manufacture of other electrical equipment";"'2711'";"Manufacture of electric motors, generators and transformers";2;2;
"'27900'";"Manufacture of other electrical equipment";"'32999'";"Other miscellaneous manufacturing n.e.c.";2;2;
"'27900'";"Manufacture of other electrical equipment";"'29310'";"Manufacture of electrical and electronic equipment for motor vehicles";2;2;
"'27900'";"Manufacture of other electrical equipment";"'27900'";"Manufacture of other electrical equipment";1;1;
"'27900'";"Manufacture of other electrical equipment";"'27110'";"Manufacture of electric motors, generators and transformers";2;2;
"'28'";"Manufacture of machinery and equipment n.e.c.";"'30'";"Manufacture of other transport equipment";2;2;
"'28'";"Manufacture of machinery and equipment n.e.c.";"'29'";"Manufacture of motor vehicles, trailers and semi-trailers";2;2;
"'28'";"Manufacture of machinery and equipment n.e.c.";"'28'";"Manufacture of machinery and equipment n.e.c.";2;2;
"'28'";"Manufacture of machinery and equipment n.e.c.";"'27'";"Manufacture of electrical equipment";2;2;
"'28'";"Manufacture of machinery and equipment n.e.c.";"'26'";"Manufacture of computer, electronic and optical products";2;2;
"'281'";"Manufacture of general-purpose machinery";"'309'";"Manufacture of transport equipment n.e.c.";2;2;
"'281'";"Manufacture of general-purpose machinery";"'293'";"Manufacture of motor vehicle parts and accessories";2;2;
"'281'";"Manufacture of general-purpose machinery";"'281'";"Manufacture of general-purpose machinery";2;0;
"'2811'";"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines";"'3091'";"Manufacture of motorcycles";2;2;
"'2811'";"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines";"'2932'";"Manufacture of other parts and accessories for motor vehicles";2;2;
"'2811'";"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines";"'2811'";"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines";2;0;
"'28110'";"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines";"'30910'";"Manufacture of motorcycles";2;2;
"'28110'";"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines";"'29320'";"Manufacture of other parts and accessories for motor vehicles";2;2;
"'28110'";"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines";"'28110'";"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines";2;0;
"'2812'";"Manufacture of fluid power equipment";"'2812'";"Manufacture of fluid power equipment";0;0;
"'28120'";"Manufacture of fluid power equipment";"'28120'";"Manufacture of fluid power equipment";0;0;
"'2813'";"Manufacture of other pumps and compressors";"'2813'";"Manufacture of other pumps and compressors";0;0;
"'28130'";"Manufacture of other pumps and compressors";"'28130'";"Manufacture of other pumps and compressors";0;0;
"'2814'";"Manufacture of other taps and valves";"'2814'";"Manufacture of other taps and valves";0;0;
"'28140'";"Manufacture of other taps and valves";"'28140'";"Manufacture of other taps and valves";0;0;
"'2815'";"Manufacture of bearings, gears, gearing and driving elements";"'2815'";"Manufacture of bearings, gears, gearing and driving elements";0;0;
"'28150'";"Manufacture of bearings, gears, gearing and driving elements";"'28150'";"Manufacture of bearings, gears, gearing and driving elements";0;0;
"'282'";"Manufacture of other general-purpose machinery";"'293'";"Manufacture of motor vehicle parts and accessories";2;2;
"'282'";"Manufacture of other general-purpose machinery";"'289'";"Manufacture of other special-purpose machinery";2;2;
"'282'";"Manufacture of other general-purpose machinery";"'282'";"Manufacture of other general-purpose machinery";2;2;
"'282'";"Manufacture of other general-purpose machinery";"'262'";"Manufacture of computers and peripheral equipment";2;2;
"'2821'";"Manufacture of ovens, furnaces and furnace burners";"'2821'";"Manufacture of ovens, furnaces and permanent household heating equipment";0;2;
"'28210'";"Manufacture of ovens, furnaces and furnace burners";"'28210'";"Manufacture of ovens, furnaces and permanent household heating equipment";0;1;
"'2822'";"Manufacture of lifting and handling equipment";"'2822'";"Manufacture of lifting and handling equipment";0;0;
"'28220'";"Manufacture of lifting and handling equipment";"'28220'";"Manufacture of lifting and handling equipment";0;0;
"'2823'";"Manufacture of office machinery and equipment (except computers and peripheral equipment)";"'2823'";"Manufacture of office machinery and equipment, except computers and peripheral equipment";2;0;
"'2823'";"Manufacture of office machinery and equipment (except computers and peripheral equipment)";"'2620'";"Manufacture of computers and peripheral equipment";2;2;
"'28230'";"Manufacture of office machinery and equipment (except computers and peripheral equipment)";"'28230'";"Manufacture of office machinery and equipment, except computers and peripheral equipment";2;0;
"'28230'";"Manufacture of office machinery and equipment (except computers and peripheral equipment)";"'26200'";"Manufacture of computers and peripheral equipment";2;2;
"'2824'";"Manufacture of power-driven hand tools";"'2824'";"Manufacture of power-driven hand tools";0;0;
"'28240'";"Manufacture of power-driven hand tools";"'28240'";"Manufacture of power-driven hand tools";0;0;
"'2825'";"Manufacture of non-domestic cooling and ventilation equipment";"'2932'";"Manufacture of other parts and accessories for motor vehicles";2;2;
"'2825'";"Manufacture of non-domestic cooling and ventilation equipment";"'2825'";"Manufacture of non-domestic air conditioning equipment";2;0;
"'28250'";"Manufacture of non-domestic cooling and ventilation equipment";"'29320'";"Manufacture of other parts and accessories for motor vehicles";2;2;
"'28250'";"Manufacture of non-domestic cooling and ventilation equipment";"'28250'";"Manufacture of non-domestic air conditioning equipment";2;0;
"'2829'";"Manufacture of other general-purpose machinery n.e.c.";"'2893'";"Manufacture of machinery for food, beverage and tobacco processing";2;2;
"'2829'";"Manufacture of other general-purpose machinery n.e.c.";"'2829'";"Manufacture of other general-purpose machinery n.e.c.";2;0;
"'28290'";"Manufacture of other general-purpose machinery n.e.c.";"'28930'";"Manufacture of machinery for food, beverage and tobacco processing";2;2;
"'28290'";"Manufacture of other general-purpose machinery n.e.c.";"'28290'";"Manufacture of other general-purpose machinery n.e.c.";1;0;
"'283'";"Manufacture of agricultural and forestry machinery";"'283'";"Manufacture of agricultural and forestry machinery";0;0;
"'2830'";"Manufacture of agricultural and forestry machinery";"'2830'";"Manufacture of agricultural and forestry machinery";0;0;
"'28300'";"Manufacture of agricultural and forestry machinery";"'28300'";"Manufacture of agricultural and forestry machinery";0;0;
"'284'";"Manufacture of metal forming machinery and machine tools";"'284'";"Manufacture of metal forming machinery and machine tools";2;0;
"'284'";"Manufacture of metal forming machinery and machine tools";"'279'";"Manufacture of other electrical equipment";2;2;
"'2841'";"Manufacture of metal forming machinery";"'2841'";"Manufacture of metal forming machinery and machine tools for metal work";0;0;
"'28410'";"Manufacture of metal forming machinery";"'28410'";"Manufacture of metal forming machinery and machine tools for metal work";0;0;
"'2849'";"Manufacture of other machine tools";"'2842'";"Manufacture of other machine tools";2;0;
"'2849'";"Manufacture of other machine tools";"'2790'";"Manufacture of other electrical equipment";2;2;
"'28490'";"Manufacture of other machine tools";"'28420'";"Manufacture of other machine tools";1;0;
"'28490'";"Manufacture of other machine tools";"'27900'";"Manufacture of other electrical equipment";2;2;
"'289'";"Manufacture of other special-purpose machinery";"'289'";"Manufacture of other special-purpose machinery";0;2;
"'2891'";"Manufacture of machinery for metallurgy";"'2891'";"Manufacture of machinery for metallurgy";0;0;
"'28910'";"Manufacture of machinery for metallurgy";"'28910'";"Manufacture of machinery for metallurgy";0;0;
"'2892'";"Manufacture of machinery for mining, quarrying and construction";"'2892'";"Manufacture of machinery for mining, quarrying and construction";0;0;
"'28920'";"Manufacture of machinery for mining, quarrying and construction";"'28920'";"Manufacture of machinery for mining, quarrying and construction";0;0;
"'2893'";"Manufacture of machinery for food, beverage and tobacco processing";"'2893'";"Manufacture of machinery for food, beverage and tobacco processing";0;2;
"'28930'";"Manufacture of machinery for food, beverage and tobacco processing";"'28930'";"Manufacture of machinery for food, beverage and tobacco processing";0;1;
"'2894'";"Manufacture of machinery for textile, apparel and leather production";"'2894'";"Manufacture of machinery for textile, apparel and leather production";0;0;
"'28940'";"Manufacture of machinery for textile, apparel and leather production";"'28940'";"Manufacture of machinery for textile, apparel and leather production";0;0;
"'2895'";"Manufacture of machinery for paper and paperboard production";"'2895'";"Manufacture of machinery for paper and paperboard production";0;0;
"'28950'";"Manufacture of machinery for paper and paperboard production";"'28950'";"Manufacture of machinery for paper and paperboard production";0;0;
"'2896'";"Manufacture of plastics and rubber machinery";"'2897'";"Manufacture of additive manufacturing machinery";2;2;
"'2896'";"Manufacture of plastics and rubber machinery";"'2896'";"Manufacture of plastics and rubber machinery";2;0;
"'28960'";"Manufacture of plastics and rubber machinery";"'28970'";"Manufacture of additive manufacturing machinery";2;2;
"'28960'";"Manufacture of plastics and rubber machinery";"'28960'";"Manufacture of plastics and rubber machinery";1;0;
"'2899'";"Manufacture of other special-purpose machinery n.e.c.";"'2899'";"Manufacture of other special-purpose machinery n.e.c.";2;0;
"'2899'";"Manufacture of other special-purpose machinery n.e.c.";"'2897'";"Manufacture of additive manufacturing machinery";2;2;
"'28990'";"Manufacture of other special-purpose machinery n.e.c.";"'28990'";"Manufacture of other special-purpose machinery n.e.c.";2;0;
"'28990'";"Manufacture of other special-purpose machinery n.e.c.";"'28970'";"Manufacture of additive manufacturing machinery";2;2;
"'29'";"Manufacture of motor vehicles, trailers and semi-trailers";"'29'";"Manufacture of motor vehicles, trailers and semi-trailers";0;2;
"'291'";"Manufacture of motor vehicles";"'291'";"Manufacture of motor vehicles";0;2;
"'2910'";"Manufacture of motor vehicles";"'2910'";"Manufacture of motor vehicles";0;2;
"'29100'";"Manufacture of motor vehicles";"'29100'";"Manufacture of motor vehicles";0;1;
"'292'";"Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers";"'292'";"Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers";0;0;
"'2920'";"Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers";"'2920'";"Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers";0;0;
"'29200'";"Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers";"'29200'";"Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers";0;0;
"'293'";"Manufacture of parts and accessories for motor vehicles";"'293'";"Manufacture of motor vehicle parts and accessories";0;2;
"'2931'";"Manufacture of electrical and electronic equipment for motor vehicles";"'2931'";"Manufacture of electrical and electronic equipment for motor vehicles";0;2;
"'29310'";"Manufacture of electrical and electronic equipment for motor vehicles";"'29310'";"Manufacture of electrical and electronic equipment for motor vehicles";0;1;
"'2932'";"Manufacture of other parts and accessories for motor vehicles";"'2932'";"Manufacture of other parts and accessories for motor vehicles";0;2;
"'29320'";"Manufacture of other parts and accessories for motor vehicles";"'29320'";"Manufacture of other parts and accessories for motor vehicles";0;2;
"'30'";"Manufacture of other transport equipment";"'33'";"Repair, maintenance and installation of machinery and equipment";2;2;
"'30'";"Manufacture of other transport equipment";"'30'";"Manufacture of other transport equipment";2;2;
"'301'";"Building of ships and boats";"'301'";"Building of ships and boats";0;0;
"'3011'";"Building of ships and floating structures";"'3013'";"Building of military ships and vessels";2;0;
"'3011'";"Building of ships and floating structures";"'3011'";"Building of civilian ships and floating structures";2;0;
"'30110'";"Building of ships and floating structures";"'30130'";"Building of military ships and vessels";2;0;
"'30110'";"Building of ships and floating structures";"'30110'";"Building of civilian ships and floating structures";2;0;
"'3012'";"Building of pleasure and sporting boats";"'3012'";"Building of pleasure and sporting boats";0;0;
"'30120'";"Building of pleasure and sporting boats";"'30120'";"Building of pleasure and sporting boats";0;0;
"'302'";"Manufacture of railway locomotives and rolling stock";"'302'";"Manufacture of railway locomotives and rolling stock";0;0;
"'3020'";"Manufacture of railway locomotives and rolling stock";"'3020'";"Manufacture of railway locomotives and rolling stock";0;0;
"'30200'";"Manufacture of railway locomotives and rolling stock";"'30200'";"Manufacture of railway locomotives and rolling stock";0;0;
"'303'";"Manufacture of air and spacecraft and related machinery";"'303'";"Manufacture of air and spacecraft and related machinery";0;0;
"'3030'";"Manufacture of air and spacecraft and related machinery";"'3032'";"Manufacture of military air and spacecraft and related machinery";2;0;
"'3030'";"Manufacture of air and spacecraft and related machinery";"'3031'";"Manufacture of civilian air and spacecraft and related machinery";2;0;
"'30300'";"Manufacture of air and spacecraft and related machinery";"'30320'";"Manufacture of military air and spacecraft and related machinery";2;0;
"'30300'";"Manufacture of air and spacecraft and related machinery";"'30310'";"Manufacture of civilian air and spacecraft and related machinery";2;0;
"'304'";"Manufacture of military fighting vehicles";"'331'";"Repair and maintenance of fabricated metal products, machinery and equipment";2;2;
"'304'";"Manufacture of military fighting vehicles";"'304'";"Manufacture of military fighting vehicles";2;0;
"'3040'";"Manufacture of military fighting vehicles";"'3318'";"Repair and maintenance of military fighting vehicles, ships, boats, air and spacecraft";2;2;
"'3040'";"Manufacture of military fighting vehicles";"'3040'";"Manufacture of military fighting vehicles";2;0;
"'30400'";"Manufacture of military fighting vehicles";"'33180'";"Repair and maintenance of military fighting vehicles, ships, boats, air and spacecraft";2;2;
"'30400'";"Manufacture of military fighting vehicles";"'30400'";"Manufacture of military fighting vehicles";1;0;
"'309'";"Manufacture of transport equipment n.e.c.";"'309'";"Manufacture of transport equipment n.e.c.";0;2;
"'3091'";"Manufacture of motorcycles";"'3092'";"Manufacture of bicycles and invalid carriages";2;2;
"'3091'";"Manufacture of motorcycles";"'3091'";"Manufacture of motorcycles";2;2;
"'30910'";"Manufacture of motorcycles";"'30920'";"Manufacture of bicycles and invalid carriages";2;2;
"'30910'";"Manufacture of motorcycles";"'30910'";"Manufacture of motorcycles";1;1;
"'3092'";"Manufacture of bicycles and invalid carriages";"'3092'";"Manufacture of bicycles and invalid carriages";0;2;
"'30920'";"Manufacture of bicycles and invalid carriages";"'30920'";"Manufacture of bicycles and invalid carriages";0;1;
"'3099'";"Manufacture of other transport equipment n.e.c.";"'3099'";"Manufacture of other transport equipment n.e.c.";0;0;
