sourceCode;sourceName;targetCode;targetName;distributionSourceToTarget;distributionTargetToSource;
"'A'";"Agriculture, forestry and fishing";"'S'";"Arts, sports and recreation";2;2;
"'A'";"Agriculture, forestry and fishing";"'A'";"Agriculture, forestry and fishing";2;2;
"'01'";"Crop and animal production, hunting and related service activities";"'01'";"Crop and animal production, hunting and related service activities";0;2;
"'011'";"Growing of non-perennial crops";"'011'";"Growing of non-perennial crops";0;2;
"'0111'";"Growing of cereals (except rice), leguminous crops and oil seeds";"'0111'";"Growing of cereals, other than rice, leguminous crops and oil seeds";0;0;
"'01110'";"Growing of cereals (except rice), leguminous crops and oil seeds";"'01110'";"Growing of cereals, other than rice, leguminous crops and oil seeds";0;0;
"'0112'";"Growing of rice";"'0112'";"Growing of rice";0;0;
"'01120'";"Growing of rice";"'01120'";"Growing of rice";0;0;
"'0113'";"Growing of vegetables and melons, roots and tubers";"'0113'";"Growing of vegetables and melons, roots and tubers";0;2;
"'01131'";"Growing of vegetables in the open (excl. potatoes and sugar beet)";"'01131'";"Growing of vegetables and melons, roots and tubers in the open excluding potatoes";0;2;
"'01132'";"Growing of vegetables in a greenhouse";"'01132'";"Growing of vegetables and melons, roots and tubers in a greenhouse";0;2;
"'01133'";"Growing of potatoes";"'01133'";"Growing of potatoes";0;0;
"'01134'";"Growing of sugar beet";"'01131'";"Growing of vegetables and melons, roots and tubers in the open excluding potatoes";0;2;
"'0114'";"Growing of sugar cane";"'0114'";"Growing of sugar cane";0;0;
"'01140'";"Growing of sugar cane";"'01140'";"Growing of sugar cane";0;0;
"'0115'";"Growing of tobacco";"'0115'";"Growing of tobacco";0;0;
"'01150'";"Growing of tobacco";"'01150'";"Growing of tobacco";0;0;
"'0116'";"Growing of fibre crops";"'0116'";"Growing of fibre crops";0;0;
"'01160'";"Growing of fibre crops";"'01160'";"Growing of fibre crops";0;0;
"'0119'";"Growing of other non-perennial crops";"'0119'";"Growing of other non-perennial crops";2;0;
"'0119'";"Growing of other non-perennial crops";"'0113'";"Growing of vegetables and melons, roots and tubers";2;2;
"'01191'";"Growing of horticultural specialities";"'01191'";"Growing of flowers and ornamental plants";0;0;
"'01199'";"Growing of other non-perennial plants";"'01199'";"Growing of other non-perennial crops n.e.c.";2;0;
"'01199'";"Growing of other non-perennial plants";"'01131'";"Growing of vegetables and melons, roots and tubers in the open excluding potatoes";2;2;
"'012'";"Growing of perennial crops";"'012'";"Growing of perennial crops";2;0;
"'012'";"Growing of perennial crops";"'011'";"Growing of non-perennial crops";2;2;
"'0121'";"Growing of grapes";"'0121'";"Growing of grapes";0;0;
"'01210'";"Growing of grapes";"'01210'";"Growing of grapes";0;0;
"'0122'";"Growing of tropical and subtropical fruits";"'0122'";"Growing of tropical and subtropical fruits";0;0;
"'01220'";"Growing of tropical and subtropical fruits";"'01220'";"Growing of tropical and subtropical fruits";0;0;
"'0123'";"Growing of citrus fruits";"'0123'";"Growing of citrus fruits";0;0;
"'01230'";"Growing of citrus fruits";"'01230'";"Growing of citrus fruits";0;0;
"'0124'";"Growing of pome fruits and stone fruits";"'0124'";"Growing of pome fruits and stone fruits";0;0;
"'01240'";"Growing of pome fruits and stone fruits";"'01240'";"Growing of pome fruits and stone fruits";0;0;
"'0125'";"Growing of other tree and bush fruits and nuts";"'0125'";"Growing of other tree and bush fruits and nuts";0;0;
"'01250'";"Growing of other tree and bush fruits and nuts";"'01250'";"Growing of other tree and bush fruits and nuts";0;0;
"'0126'";"Growing of oleaginous fruits";"'0126'";"Growing of oleaginous fruits";0;0;
"'01260'";"Growing of oleaginous fruits";"'01260'";"Growing of oleaginous fruits";0;0;
"'0127'";"Growing of beverage crops";"'0127'";"Growing of beverage crops";0;0;
"'01270'";"Growing of beverage crops";"'01270'";"Growing of beverage crops";0;0;
"'0128'";"Growing of spices, aromatic, drug and pharmaceutical crops";"'0128'";"Growing of spices, aromatic, drug and pharmaceutical crops";2;0;
"'0128'";"Growing of spices, aromatic, drug and pharmaceutical crops";"'0113'";"Growing of vegetables and melons, roots and tubers";2;2;
"'01280'";"Growing of spices, aromatic, drug and pharmaceutical crops";"'01280'";"Growing of spices, aromatic, drug and pharmaceutical crops";1;0;
"'01280'";"Growing of spices, aromatic, drug and pharmaceutical crops";"'01132'";"Growing of vegetables and melons, roots and tubers in a greenhouse";2;2;
"'0129'";"Growing of other perennial crops";"'0129'";"Growing of other perennial crops";0;0;
"'01290'";"Growing of other perennial crops";"'01290'";"Growing of other perennial crops";0;0;
"'013'";"Plant propagation";"'013'";"Plant propagation";0;0;
"'0130'";"Plant propagation";"'0130'";"Plant propagation";0;0;
"'01300'";"Plant propagation";"'01300'";"Plant propagation";0;0;
"'014'";"Animal production";"'014'";"Animal production";0;2;
"'0141'";"Raising of dairy cattle";"'0141'";"Raising of dairy cattle";0;2;
"'01410'";"Raising of dairy cattle";"'01410'";"Raising of dairy cattle";0;1;
"'0142'";"Raising of other cattle and buffaloes";"'0142'";"Raising of other cattle and buffaloes";2;0;
"'0142'";"Raising of other cattle and buffaloes";"'0141'";"Raising of dairy cattle";2;2;
"'01420'";"Raising of other cattle and buffaloes";"'01420'";"Raising of other cattle and buffaloes";1;0;
"'01420'";"Raising of other cattle and buffaloes";"'01410'";"Raising of dairy cattle";2;2;
"'0143'";"Raising of horses and other equines";"'0143'";"Raising of horses and other equines";0;0;
"'01430'";"Raising of horses and other equines";"'01430'";"Raising of horses and other equines";0;0;
"'0144'";"Raising of camels and camelids";"'0144'";"Raising of camels and camelids";0;0;
"'01440'";"Raising of camels and camelids";"'01440'";"Raising of camels and camelids";0;0;
"'0145'";"Raising of sheep and  goats";"'0145'";"Raising of sheep and goats";0;0;
"'01450'";"Raising of sheep and  goats";"'01450'";"Raising of sheep and goats";0;0;
"'0146'";"Raising of swine/pigs";"'0146'";"Raising of swine and pigs";0;0;
"'01461'";"Raising of pigs for piglets";"'01461'";"Raising of swine and pigs for piglets";0;0;
"'01462'";"Raising of pigs for meat";"'01462'";"Raising of swine and pigs for meat";0;0;
"'0147'";"Raising of poultry";"'0147'";"Raising of poultry";0;2;
"'01471'";"Production of eggs";"'01471'";"Raising of chicken for egg production";0;2;
"'01472'";"Raising of chickens";"'01472'";"Raising of chicken for meat production";0;0;
"'01479'";"Raising of other poultry";"'01479'";"Other raising of poultry";0;2;
"'0149'";"Raising of other animals";"'0148'";"Raising of other animals";2;2;
"'0149'";"Raising of other animals";"'0147'";"Raising of poultry";2;2;
"'01491'";"Fur farming";"'01481'";"Raising of animals for fur";0;0;
"'01492'";"Reindeer farming";"'01482'";"Raising of reindeer";0;0;
"'01499'";"Other farming of animals";"'01489'";"Raising of other animals n.e.c.";2;2;
"'01499'";"Other farming of animals";"'01479'";"Other raising of poultry";2;2;
"'015'";"Mixed farming";"'015'";"Mixed farming";0;0;
"'0150'";"Mixed farming";"'0150'";"Mixed farming";0;0;
"'01500'";"Mixed farming";"'01500'";"Mixed farming";0;0;
"'016'";"Support activities to agriculture and post-harvest crop activities";"'016'";"Support activities to agriculture and post-harvest crop activities";2;0;
"'016'";"Support activities to agriculture and post-harvest crop activities";"'014'";"Animal production";2;2;
"'0161'";"Support activities for crop production";"'0161'";"Support activities for crop production";0;0;
"'01611'";"Support service activities for crop growing";"'01612'";"Other support activities for crop production";0;0;
"'01612'";"Keeping land in agricultural condition";"'01611'";"Keeping land in good condition";0;0;
"'0162'";"Support activities for animal production";"'0162'";"Support activities for animal production";2;0;
"'0162'";"Support activities for animal production";"'0147'";"Raising of poultry";2;2;
"'01620'";"Support activities for animal production";"'01620'";"Support activities for animal production";1;0;
"'01620'";"Support activities for animal production";"'01479'";"Other raising of poultry";2;2;
"'01620'";"Support activities for animal production";"'01471'";"Raising of chicken for egg production";2;2;
"'0163'";"Post-harvest crop activities";"'0163'";"Post-harvest crop activities and seed processing for propagation";0;2;
"'01630'";"Post-harvest crop activities";"'01630'";"Post-harvest crop activities and seed processing for propagation";0;2;
"'0164'";"Seed processing for propagation";"'0163'";"Post-harvest crop activities and seed processing for propagation";0;2;
"'01640'";"Seed processing for propagation";"'01630'";"Post-harvest crop activities and seed processing for propagation";0;2;
"'017'";"Hunting, trapping and related service activities";"'017'";"Hunting, trapping and related service activities";0;0;
"'0170'";"Hunting, trapping and related service activities";"'0170'";"Hunting, trapping and related service activities";0;0;
"'01700'";"Hunting, trapping and related service activities";"'01700'";"Hunting, trapping and related service activities";0;0;
"'02'";"Forestry and logging";"'91'";"Libraries, archives, museums and other cultural activities";2;2;
"'02'";"Forestry and logging";"'02'";"Forestry and logging";2;0;
"'021'";"Silviculture and other forestry activities";"'914'";"Botanical and zoological garden and nature reserve activities";2;2;
"'021'";"Silviculture and other forestry activities";"'021'";"Silviculture and other forestry activities";2;0;
"'0210'";"Silviculture and other forestry activities";"'9142'";"Nature reserve activities";2;2;
"'0210'";"Silviculture and other forestry activities";"'0210'";"Silviculture and other forestry activities";2;0;
"'02100'";"Silviculture and other forestry activities";"'91420'";"Nature reserve activities";2;2;
"'02100'";"Silviculture and other forestry activities";"'02100'";"Silviculture and other forestry activities";1;0;
"'022'";"Logging";"'022'";"Logging";0;0;
"'0220'";"Logging";"'0220'";"Logging";0;0;
"'02200'";"Logging";"'02200'";"Logging";0;0;
"'023'";"Gathering of wild growing non-wood products";"'023'";"Gathering of wild growing non-wood products";0;0;
"'0230'";"Gathering of wild growing non-wood products";"'0230'";"Gathering of wild growing non-wood products";0;0;
"'02300'";"Gathering of wild growing non-wood products";"'02300'";"Gathering of wild growing non-wood products";0;0;
"'024'";"Support services to forestry";"'024'";"Support services to forestry";0;0;
"'0240'";"Support services to forestry";"'0240'";"Support services to forestry";0;0;
"'02400'";"Support services to forestry";"'02400'";"Support services to forestry";0;0;
"'03'";"Fishing and aquaculture";"'03'";"Fishing and aquaculture";2;2;
"'03'";"Fishing and aquaculture";"'01'";"Crop and animal production, hunting and related service activities";2;2;
"'031'";"Fishing";"'033'";"Support activities for fishing and aquaculture";2;2;
"'031'";"Fishing";"'031'";"Fishing";2;0;
"'0311'";"Marine fishing";"'0330'";"Support activities for fishing and aquaculture";2;2;
"'0311'";"Marine fishing";"'0311'";"Marine fishing";2;0;
"'03110'";"Marine fishing";"'03300'";"Support activities for fishing and aquaculture";2;2;
"'03110'";"Marine fishing";"'03110'";"Marine fishing";1;0;
"'0312'";"Freshwater fishing";"'0330'";"Support activities for fishing and aquaculture";2;2;
"'0312'";"Freshwater fishing";"'0312'";"Freshwater fishing";2;0;
"'03120'";"Freshwater fishing";"'03300'";"Support activities for fishing and aquaculture";2;2;
"'03120'";"Freshwater fishing";"'03120'";"Freshwater fishing";1;0;
"'032'";"Aquaculture";"'033'";"Support activities for fishing and aquaculture";2;2;
"'032'";"Aquaculture";"'032'";"Aquaculture";2;0;
"'032'";"Aquaculture";"'014'";"Animal production";2;2;
"'0321'";"Marine aquaculture";"'0330'";"Support activities for fishing and aquaculture";2;2;
"'0321'";"Marine aquaculture";"'0321'";"Marine aquaculture";2;0;
"'03210'";"Marine aquaculture";"'03300'";"Support activities for fishing and aquaculture";2;2;
"'03210'";"Marine aquaculture";"'03210'";"Marine aquaculture";1;0;
"'0322'";"Freshwater aquaculture";"'0330'";"Support activities for fishing and aquaculture";2;2;
"'0322'";"Freshwater aquaculture";"'0322'";"Freshwater aquaculture";2;0;
"'0322'";"Freshwater aquaculture";"'0148'";"Raising of other animals";2;2;
"'03220'";"Freshwater aquaculture";"'03300'";"Support activities for fishing and aquaculture";2;2;
"'03220'";"Freshwater aquaculture";"'03220'";"Freshwater aquaculture";1;0;
"'03220'";"Freshwater aquaculture";"'01489'";"Raising of other animals n.e.c.";2;2;
"'B'";"Mining and quarrying";"'B'";"Mining and quarrying";0;0;
"'05'";"Mining of coal and lignite";"'05'";"Mining of coal and lignite";0;0;
"'051'";"Mining of hard coal";"'051'";"Mining of hard coal";0;0;
"'0510'";"Mining of hard coal";"'0510'";"Mining of hard coal";0;0;
"'05100'";"Mining of hard coal";"'05100'";"Mining of hard coal";0;0;
"'052'";"Mining of lignite";"'052'";"Mining of lignite";0;0;
"'0520'";"Mining of lignite";"'0520'";"Mining of lignite";0;0;
"'05200'";"Mining of lignite";"'05200'";"Mining of lignite";0;0;
"'06'";"Extraction of crude petroleum and natural gas";"'06'";"Extraction of crude petroleum and natural gas";0;0;
"'061'";"Extraction of crude petroleum";"'061'";"Extraction of crude petroleum";0;0;
"'0610'";"Extraction of crude petroleum";"'0610'";"Extraction of crude petroleum";0;0;
"'06100'";"Extraction of crude petroleum";"'06100'";"Extraction of crude petroleum";0;0;
"'062'";"Extraction of natural gas";"'062'";"Extraction of natural gas";0;0;
"'0620'";"Extraction of natural gas";"'0620'";"Extraction of natural gas";0;0;
"'06200'";"Extraction of natural gas";"'06200'";"Extraction of natural gas";0;0;
"'07'";"Mining of metal ores";"'07'";"Mining of metal ores";0;0;
"'071'";"Mining of iron ores";"'071'";"Mining of iron ores";0;0;
"'0710'";"Mining of iron ores";"'0710'";"Mining of iron ores";0;0;
"'07100'";"Mining of iron ores";"'07100'";"Mining of iron ores";0;0;
"'072'";"Mining of non-ferrous metal ores";"'072'";"Mining of non-ferrous metal ores";0;0;
"'0721'";"Mining of uranium and thorium ores";"'0721'";"Mining of uranium and thorium ores";0;0;
"'07210'";"Mining of uranium and thorium ores";"'07210'";"Mining of uranium and thorium ores";0;0;
"'0729'";"Mining of other non-ferrous metal ores";"'0729'";"Mining of other non-ferrous metal ores";0;0;
"'07290'";"Mining of other non-ferrous metal ores";"'07290'";"Mining of other non-ferrous metal ores";0;0;
"'08'";"Other mining and quarrying";"'08'";"Other mining and quarrying";0;0;
"'081'";"Quarrying of stone, sand and clay";"'081'";"Quarrying of stone, sand and clay";0;0;
"'0811'";"Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate";"'0811'";"Quarrying of ornamental stone, limestone, gypsum, slate and other stone";0;0;
"'08111'";"Quarrying of ornamental and building stone";"'08110'";"Quarrying of ornamental stone, limestone, gypsum, slate and other stone";0;2;
"'08112'";"Quarrying of limestone, gypsum and chalk";"'08110'";"Quarrying of ornamental stone, limestone, gypsum, slate and other stone";0;2;
"'08113'";"Quarrying of slate";"'08110'";"Quarrying of ornamental stone, limestone, gypsum, slate and other stone";0;2;
"'0812'";"Operation of gravel and sand pits; mining of clays and kaolin";"'0812'";"Operation of gravel and sand pits and mining of clay and kaolin";0;0;
"'08120'";"Operation of gravel and sand pits; mining of clays and kaolin";"'08120'";"Operation of gravel and sand pits and mining of clay and kaolin";0;0;
"'089'";"Mining and quarrying n.e.c.";"'089'";"Mining and quarrying n.e.c.";0;0;
"'0891'";"Mining of chemical and fertiliser minerals";"'0891'";"Mining of chemical and fertiliser minerals";0;0;
"'08910'";"Mining of chemical and fertiliser minerals";"'08910'";"Mining of chemical and fertiliser minerals";0;0;
"'0892'";"Extraction of peat";"'0892'";"Extraction of peat";0;0;
"'08920'";"Extraction of peat";"'08920'";"Extraction of peat";0;0;
"'0893'";"Extraction of salt";"'0893'";"Extraction of salt";0;0;
"'08930'";"Extraction of salt";"'08930'";"Extraction of salt";0;0;
"'0899'";"Other mining and quarrying n.e.c.";"'0899'";"Other mining and quarrying n.e.c.";0;0;
"'08990'";"Other mining and quarrying n.e.c.";"'08990'";"Other mining and quarrying n.e.c.";0;0;
"'09'";"Mining support service activities";"'09'";"Mining support service activities";0;0;
"'091'";"Support activities for petroleum and natural gas extraction";"'091'";"Support activities for petroleum and natural gas extraction";0;0;
"'0910'";"Support activities for petroleum and natural gas extraction";"'0910'";"Support activities for petroleum and natural gas extraction";0;0;
"'09100'";"Support activities for petroleum and natural gas extraction";"'09100'";"Support activities for petroleum and natural gas extraction";0;0;
"'099'";"Support activities for other mining and quarrying";"'099'";"Support activities for other mining and quarrying";0;0;
"'0990'";"Support activities for other mining and quarrying";"'0990'";"Support activities for other mining and quarrying";0;0;
"'09900'";"Support activities for other mining and quarrying";"'09900'";"Support activities for other mining and quarrying";0;0;
"'C'";"Manufacturing";"'S'";"Arts, sports and recreation";2;2;
"'C'";"Manufacturing";"'C'";"Manufacturing";2;2;
"'C'";"Manufacturing";"'A'";"Agriculture, forestry and fishing";2;2;
"'10'";"Manufacture of food products";"'11'";"Manufacture of beverages";2;2;
"'10'";"Manufacture of food products";"'10'";"Manufacture of food products";2;0;
"'101'";"Processing and preserving of meat and production of meat products";"'101'";"Processing and preserving of meat and production of meat products";0;0;
"'1011'";"Processing and preserving of meat";"'1011'";"Processing and preserving of meat, except of poultry meat";0;0;
"'10110'";"Processing and preserving of meat";"'10110'";"Processing and preserving of meat, except of poultry meat";0;0;
"'1012'";"Processing and preserving of poultry meat";"'1012'";"Processing and preserving of poultry meat";0;0;
"'10120'";"Processing and preserving of poultry meat";"'10120'";"Processing and preserving of poultry meat";0;0;
"'1013'";"Production of meat and poultry meat products";"'1013'";"Production of meat and poultry meat products";0;0;
"'10130'";"Production of meat and poultry meat products";"'10130'";"Production of meat and poultry meat products";0;0;
"'102'";"Processing and preserving of fish, crustaceans and molluscs";"'102'";"Processing and preserving of fish, crustaceans and molluscs";0;0;
"'1020'";"Processing and preserving of fish, crustaceans and molluscs";"'1020'";"Processing and preserving of fish, crustaceans and molluscs";0;0;
"'10200'";"Processing and preserving of fish, crustaceans and molluscs";"'10200'";"Processing and preserving of fish, crustaceans and molluscs";0;0;
"'103'";"Processing and preserving of fruit and vegetables";"'103'";"Processing and preserving of fruit and vegetables";0;0;
"'1031'";"Processing and preserving of potatoes";"'1031'";"Processing and preserving of potatoes";0;0;
"'10310'";"Processing and preserving of potatoes";"'10310'";"Processing and preserving of potatoes";0;0;
"'1032'";"Manufacture of fruit and vegetable juice";"'1032'";"Manufacture of fruit and vegetable juice";0;0;
"'10320'";"Manufacture of fruit and vegetable juice";"'10320'";"Manufacture of fruit and vegetable juice";0;0;
"'1039'";"Other processing and preserving of fruit and vegetables";"'1039'";"Other processing and preserving of fruit and vegetables";0;0;
"'10390'";"Other processing and preserving of fruit and vegetables";"'10390'";"Other processing and preserving of fruit and vegetables";0;0;
"'104'";"Manufacture of vegetable and animal oils and fats";"'104'";"Manufacture of vegetable and animal oils and fats";0;0;
"'1041'";"Manufacture of oils and fats";"'1041'";"Manufacture of oils and fats";0;0;
"'10410'";"Manufacture of oils and fats";"'10410'";"Manufacture of oils and fats";0;0;
"'1042'";"Manufacture of margarine and similar edible fats";"'1042'";"Manufacture of margarine and similar edible fats";0;0;
"'10420'";"Manufacture of margarine and similar edible fats";"'10420'";"Manufacture of margarine and similar edible fats";0;0;
"'105'";"Manufacture of dairy products";"'105'";"Manufacture of dairy products and edible ice";0;0;
"'1051'";"Operation of dairies and cheese making";"'1051'";"Manufacture of dairy products";0;0;
"'10510'";"Operation of dairies and cheese making";"'10510'";"Manufacture of dairy products";0;0;
"'1052'";"Manufacture of ice cream";"'1052'";"Manufacture of ice cream and other edible ice";0;0;
"'10520'";"Manufacture of ice cream";"'10520'";"Manufacture of ice cream and other edible ice";0;0;
"'106'";"Manufacture of grain mill products, starches and starch products";"'106'";"Manufacture of grain mill products, starches and starch products";0;2;
"'1061'";"Manufacture of grain mill products";"'1061'";"Manufacture of grain mill products";0;2;
"'10610'";"Manufacture of grain mill products";"'10610'";"Manufacture of grain mill products";0;1;
"'1062'";"Manufacture of starches and starch products";"'1062'";"Manufacture of starches and starch products";0;2;
"'10620'";"Manufacture of starches and starch products";"'10620'";"Manufacture of starches and starch products";0;1;
"'107'";"Manufacture of bakery and farinaceous products";"'107'";"Manufacture of bakery and farinaceous products";0;2;
"'1071'";"Manufacture of bread; manufacture of fresh pastry goods and cakes";"'1071'";"Manufacture of bread; manufacture of fresh pastry goods and cakes";0;2;
"'10710'";"Manufacture of bread; manufacture of fresh pastry goods and cakes";"'10710'";"Manufacture of bread; manufacture of fresh pastry goods and cakes";0;2;
"'1072'";"Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes";"'1072'";"Manufacture of rusks, biscuits, preserved pastries and cakes";0;2;
"'10720'";"Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes";"'10720'";"Manufacture of rusks, biscuits, preserved pastries and cakes";0;2;
"'1073'";"Manufacture of macaroni, noodles, couscous and similar farinaceous products";"'1073'";"Manufacture of farinaceous products";0;2;
"'10730'";"Manufacture of macaroni, noodles, couscous and similar farinaceous products";"'10730'";"Manufacture of farinaceous products";0;2;
"'108'";"Manufacture of other food products";"'110'";"Manufacture of beverages";2;2;
"'108'";"Manufacture of other food products";"'108'";"Manufacture of other food products";2;0;
"'108'";"Manufacture of other food products";"'107'";"Manufacture of bakery and farinaceous products";2;2;
"'108'";"Manufacture of other food products";"'106'";"Manufacture of grain mill products, starches and starch products";2;2;
"'1081'";"Manufacture of sugar";"'1081'";"Manufacture of sugar";0;0;
"'10810'";"Manufacture of sugar";"'10810'";"Manufacture of sugar";0;0;
"'1082'";"Manufacture of cocoa, chocolate and sugar confectionery";"'1082'";"Manufacture of cocoa, chocolate and sugar confectionery";0;0;
"'10820'";"Manufacture of cocoa, chocolate and sugar confectionery";"'10820'";"Manufacture of cocoa, chocolate and sugar confectionery";0;0;
"'1083'";"Processing of tea and coffee";"'1083'";"Processing of tea and coffee";0;0;
"'10830'";"Processing of tea and coffee";"'10830'";"Processing of tea and coffee";0;0;
"'1084'";"Manufacture of condiments and seasonings";"'1084'";"Manufacture of condiments and seasonings";0;0;
"'10840'";"Manufacture of condiments and seasonings";"'10840'";"Manufacture of condiments and seasonings";0;0;
"'1085'";"Manufacture of prepared meals and dishes";"'1085'";"Manufacture of prepared meals and dishes";0;0;
"'10850'";"Manufacture of prepared meals and dishes";"'10850'";"Manufacture of prepared meals and dishes";0;0;
"'1086'";"Manufacture of homogenised food preparations and dietetic food";"'1086'";"Manufacture of homogenised food preparations and dietetic food";2;0;
"'1086'";"Manufacture of homogenised food preparations and dietetic food";"'1073'";"Manufacture of farinaceous products";2;2;
"'1086'";"Manufacture of homogenised food preparations and dietetic food";"'1072'";"Manufacture of rusks, biscuits, preserved pastries and cakes";2;2;
"'1086'";"Manufacture of homogenised food preparations and dietetic food";"'1071'";"Manufacture of bread; manufacture of fresh pastry goods and cakes";2;2;
"'1086'";"Manufacture of homogenised food preparations and dietetic food";"'1062'";"Manufacture of starches and starch products";2;2;
"'1086'";"Manufacture of homogenised food preparations and dietetic food";"'1061'";"Manufacture of grain mill products";2;2;
"'10860'";"Manufacture of homogenised food preparations and dietetic food";"'10860'";"Manufacture of homogenised food preparations and dietetic food";1;0;
"'10860'";"Manufacture of homogenised food preparations and dietetic food";"'10730'";"Manufacture of farinaceous products";2;2;
"'10860'";"Manufacture of homogenised food preparations and dietetic food";"'10720'";"Manufacture of rusks, biscuits, preserved pastries and cakes";2;2;
"'10860'";"Manufacture of homogenised food preparations and dietetic food";"'10710'";"Manufacture of bread; manufacture of fresh pastry goods and cakes";2;2;
"'10860'";"Manufacture of homogenised food preparations and dietetic food";"'10620'";"Manufacture of starches and starch products";2;2;
"'10860'";"Manufacture of homogenised food preparations and dietetic food";"'10610'";"Manufacture of grain mill products";2;2;
"'1089'";"Manufacture of other food products n.e.c.";"'1107'";"Manufacture of soft drinks and bottled waters";2;2;
"'1089'";"Manufacture of other food products n.e.c.";"'1089'";"Manufacture of other food products n.e.c.";2;0;
"'10890'";"Manufacture of other food products n.e.c.";"'11070'";"Manufacture of soft drinks and bottled waters";2;2;
"'10890'";"Manufacture of other food products n.e.c.";"'10890'";"Manufacture of other food products n.e.c.";1;0;
"'109'";"Manufacture of prepared animal feeds";"'109'";"Manufacture of prepared animal feeds";0;0;
"'1091'";"Manufacture of prepared feeds for farm animals";"'1091'";"Manufacture of prepared feeds for farm animals";0;0;
"'10910'";"Manufacture of prepared feeds for farm animals";"'10910'";"Manufacture of prepared feeds for farm animals";0;0;
"'1092'";"Manufacture of prepared pet foods";"'1092'";"Manufacture of prepared pet foods";0;0;
"'10920'";"Manufacture of prepared pet foods";"'10920'";"Manufacture of prepared pet foods";0;0;
"'11'";"Manufacture of beverages";"'11'";"Manufacture of beverages";0;2;
"'110'";"Manufacture of beverages";"'110'";"Manufacture of beverages";0;2;
"'1101'";"Distilling, rectifying and blending of spirits";"'1101'";"Distilling, rectifying and blending of spirits";0;0;
"'11010'";"Distilling, rectifying and blending of spirits";"'11010'";"Distilling, rectifying and blending of spirits";0;0;
"'1102'";"Manufacture of wine from grape";"'1102'";"Manufacture of wine from grape";0;0;
"'11020'";"Manufacture of wine from grape";"'11020'";"Manufacture of wine from grape";0;0;
"'1103'";"Manufacture of cider and other fruit wines";"'1103'";"Manufacture of cider and other fermented fruit beverages";0;0;
"'11030'";"Manufacture of cider and other fruit wines";"'11030'";"Manufacture of cider and other fermented fruit beverages";0;0;
"'1104'";"Manufacture of other non-distilled fermented beverages";"'1104'";"Manufacture of other non-distilled fermented beverages";0;0;
"'11040'";"Manufacture of other non-distilled fermented beverages";"'11040'";"Manufacture of other non-distilled fermented beverages";0;0;
"'1105'";"Manufacture of beer";"'1105'";"Manufacture of beer";0;0;
"'11050'";"Manufacture of beer";"'11050'";"Manufacture of beer";0;0;
"'1106'";"Manufacture of malt";"'1106'";"Manufacture of malt";0;0;
"'11060'";"Manufacture of malt";"'11060'";"Manufacture of malt";0;0;
"'1107'";"Manufacture of soft drinks; production of mineral waters and other bottled waters";"'1107'";"Manufacture of soft drinks and bottled waters";0;2;
"'11070'";"Manufacture of soft drinks; production of mineral waters and other bottled waters";"'11070'";"Manufacture of soft drinks and bottled waters";0;2;
"'12'";"Manufacture of tobacco products";"'12'";"Manufacture of tobacco products";0;0;
"'120'";"Manufacture of tobacco products";"'120'";"Manufacture of tobacco products";0;0;
"'1200'";"Manufacture of tobacco products";"'1200'";"Manufacture of tobacco products";0;0;
"'12000'";"Manufacture of tobacco products";"'12000'";"Manufacture of tobacco products";0;0;
"'13'";"Manufacture of textiles";"'23'";"Manufacture of other non-metallic mineral products";2;2;
"'13'";"Manufacture of textiles";"'13'";"Manufacture of textiles";2;2;
"'131'";"Preparation and spinning of textile fibres";"'131'";"Preparation and spinning of textile fibres";0;0;
"'1310'";"Preparation and spinning of textile fibres";"'1310'";"Preparation and spinning of textile fibres";0;0;
"'13100'";"Preparation and spinning of textile fibres";"'13100'";"Preparation and spinning of textile fibres";0;0;
"'132'";"Weaving of textiles";"'239'";"Manufacture of abrasive products and non-metallic mineral products n.e.c.";2;2;
"'132'";"Weaving of textiles";"'139'";"Manufacture of other textiles";2;2;
"'132'";"Weaving of textiles";"'132'";"Weaving of textiles";2;0;
"'1320'";"Weaving of textiles";"'2399'";"Manufacture of other non-metallic mineral products n.e.c.";2;2;
"'1320'";"Weaving of textiles";"'1396'";"Manufacture of other technical and industrial textiles";2;2;
"'1320'";"Weaving of textiles";"'1320'";"Weaving of textiles";2;0;
"'13200'";"Weaving of textiles";"'23990'";"Manufacture of other non-metallic mineral products n.e.c.";2;2;
"'13200'";"Weaving of textiles";"'13960'";"Manufacture of other technical and industrial textiles";2;2;
"'13200'";"Weaving of textiles";"'13200'";"Weaving of textiles";1;0;
"'133'";"Finishing of textiles";"'133'";"Finishing of textiles";0;2;
"'1330'";"Finishing of textiles";"'1330'";"Finishing of textiles";0;2;
"'13300'";"Finishing of textiles";"'13300'";"Finishing of textiles";0;1;
"'139'";"Manufacture of other textiles";"'139'";"Manufacture of other textiles";0;2;
"'1391'";"Manufacture of knitted and crocheted fabrics";"'1391'";"Manufacture of knitted and crocheted fabrics";0;0;
"'13910'";"Manufacture of knitted and crocheted fabrics";"'13910'";"Manufacture of knitted and crocheted fabrics";0;0;
"'1392'";"Manufacture of made-up textile articles, except apparel";"'1396'";"Manufacture of other technical and industrial textiles";2;2;
