building_id,region,municipality,street,house_number,postal_code,latitude_wgs84,longitude_wgs84,building_use
102193257N,15,217,Tonttikuja,4,69100,63.896455,23.911439,1
102193258P,15,217,Jokelantie,2,69100,63.903745,23.902439,2
102193259R,15,217,Jokelantie,,69100,63.904471,23.904051,2
102193260S,15,217,Jokelantie,2,69100,63.903848,23.90306,2
102193261T,15,217,Jokelantie,2,69100,63.903938,23.902642,1
102193262U,15,217,Tukkitie,,69100,63.901691,23.917714,1
102193263V,15,217,Junkalantie,190,69100,63.916669,23.894851,2
102193266Y,15,217,Sahakuja,2,69100,63.89945,23.910804,1
1021932670,15,217,Sahakuja,2,69100,63.89954,23.911202,2
1021932681,15,217,Siltakatu,6,69100,63.902229,23.918124,1
1021932692,15,217,Törmätie,21,69100,63.904334,23.917832,1
1021932703,15,217,Mäkiraontie,10,69100,63.906067,23.910239,1
1021932714,15,217,Mäkiraontie,,69100,63.903944,23.91345,1
1021932725,15,217,Torikuja,8,69100,63.901441,23.919067,1
1021932747,15,217,Asematie,1,69100,63.8998,23.914578,1
1021932758,15,217,Asematie,3,69100,63.898951,23.912673,2
102193278B,15,217,Asematie,3,69100,63.899003,23.914258,2
102193280D,15,217,Asematie,3,69100,63.898807,23.912648,1
102193281E,15,217,Asematie,3,69100,63.89896,23.912672,2
102193282F,15,217,Tarhatie,5,69100,63.898543,23.912066,1
102193283H,15,217,Tarhatie,5,69100,63.898368,23.911412,1
102193284J,15,217,Tarhatie,5,69100,63.89858,23.911674,2
102193285K,15,217,Tarhatie,5,69100,63.898298,23.911114,2
102193287M,15,217,Ratakuja,4,69100,63.896853,23.912843,1
102193288N,15,217,Junkalantie,17,69100,63.907609,23.911782,1
102193289P,15,217,Junkalantie,17,69100,63.907439,23.910985,2
102193290R,15,217,Junkalantie,17,69100,63.907695,23.912446,1
102193291S,15,217,Junkalantie,17,69100,63.907297,23.911449,2
102193293U,15,217,Tokoinkatu,4,69100,63.902091,23.911206,2
102193294V,15,217,Tokoinkatu,4,69100,63.902041,23.911844,1
102193295W,15,217,Kirkkotie,10,69100,63.901969,23.911811,1
102193296X,15,217,Kirkkotie,10,69100,63.901789,23.91181,2
102193297Y,15,217,Mäkiraontie,5,69100,63.904215,23.913094,1
1021932980,15,217,Mäkikuja,2,69100,63.904172,23.912323,1
1021932991,15,217,Lopotinkatu,11,69100,63.896199,23.912079,1
1021933002,15,217,Lopotinkatu,11,69100,63.896189,23.912426,2
102197101N,15,272,Luotsituvanpolku,5,68550,63.949067,22.849195,1
102197409L,15,584,Kokkolantie,1862,69920,63.323447,24.164587,2
102197413R,15,272,Sateenkaari,18,67400,63.855944,23.171928,1
102197414S,15,272,Sateenkaari,14,67400,63.856041,23.172872,1
102197415T,15,272,Sateenkaari,14,67400,63.855968,23.172515,2
102197416U,15,272,Meriharakantie,8,67200,63.854365,23.103138,2
102197417V,15,272,Trullevintie,639,67300,63.91339,23.076508,1
102197418W,15,272,Höökintie,131,68320,63.894702,23.365553,2
102197420Y,15,272,Lövholmen,,67400,63.922022,23.184529,2
1021974210,15,272,Päiväniementie,308,67410,63.919179,23.212453,1
1021974221,15,272,Norra Hamnskäret,,68550,63.915813,22.788071,1
1021974232,15,272,Meriharakantie,8,67200,63.854563,23.103152,1
1021974243,15,272,Leppälinnuntie,6,67800,63.832141,23.060138,2
1021974254,15,272,Möllersuddintie,80,67400,63.91389,23.167899,2
1021974265,15,272,Pikkurytintie,20,67400,63.854066,23.166501,1
1021974276,15,272,Pikkurytintie,20,67400,63.853893,23.166443,2
1021974287,15,272,Möllersskatantie,146,67400,63.914399,23.159298,1
1021974298,15,272,Akselitie,6,67500,63.809191,23.173421,2
1021974309,15,272,Sienitie,2,67700,63.813026,23.141276,1
102197431A,15,272,Trullevintie,247,67300,63.885109,23.118161,1
102197433C,15,272,Junnilantie,8a,67700,63.828056,23.122673,2
102197434D,15,272,Karahkamaantie,45b,68210,63.917454,23.545345,2
102197435E,15,272,Karahkamaantie,45b,68210,63.917049,23.54568,2
102197436F,15,272,Junnilantie,8a,67700,63.828181,23.122635,1
102197437H,15,272,Merikotkantie,20,67200,63.855916,23.103331,2
102197438J,15,272,Auratie,24,67600,63.83352,23.178967,2
102197439K,15,272,Pirunpellontie,34,67300,63.914455,23.084299,2
102197440L,15,272,Sokojantie,883,67100,63.755612,23.17508,2
102197441M,15,272,Sokojantie,883,67100,63.755791,23.175056,1
102197464C,15,272,Siikakuja,3,68210,63.93438,23.425432,2
102197467F,15,272,Puotiniementie,16,67410,63.905716,23.249283,1
1021984207,15,849,Pihlajakankaantie,3,69340,63.659562,24.392781,2
102199807Y,15,849,Mustasalontie,22,69300,63.796749,24.219104,2
1022028537,15,217,Junkalantie,1,69100,63.903639,23.915991,1
1022028548,15,217,Kärpäntie,1,69100,63.90446,23.89979,1
1022028559,15,217,Kärpäntie,8,69100,63.904511,23.896277,1
102202856A,15,217,Annalantie,1,69100,63.906461,23.907218,1
102202857B,15,217,Annalantie,1,69100,63.906688,23.906948,2
102202858C,15,217,Annalantie,2,69100,63.906126,23.906663,1
102202859D,15,217,Annalantie,4,69100,63.906341,23.906252,1
102202860E,15,217,Annalantie,4,69100,63.906531,23.906292,2
102202861F,15,217,Leppäojantie,8,69100,63.898049,23.89065,2
102202862H,15,217,Uusikuja,5,69100,63.909008,23.903286,1
102202863J,15,217,Uusikuja,5,69100,63.909018,23.903305,1
102202865L,15,217,Kärpäntie,9,69100,63.904907,23.895499,1
102202866M,15,217,Kärpäntie,9,69100,63.905087,23.895908,2
102202867N,15,217,Valtakatu,9,69100,63.901001,23.916954,1
102202868P,15,217,Kärpäntie,3,69100,63.904549,23.898496,1
102202869R,15,217,Kärpäntie,3,69100,63.904434,23.898141,2
102202870S,15,217,Vaenmaantie,7,69100,63.899272,23.881136,1
102202871T,15,217,Vaenmaantie,7,69100,63.899423,23.881465,2
102202872U,15,217,Kärpäntie,15,69100,63.90489,23.892585,1
102202873V,15,217,Kärpäntie,15,69100,63.904836,23.893019,2
102202874W,15,217,Lammasojantie,6,69100,63.897352,23.892909,2
102202875X,15,217,Lammasojantie,6,69100,63.897194,23.893498,2
102202876Y,15,217,Puhdistamontie,11,69100,63.90793,23.893207,2
1022028770,15,217,Varastotie,6,69100,63.897871,23.91636,1
1022028792,15,217,Valtakatu,24,69100,63.896954,23.92431,1
1022028803,15,217,Valtakatu,13,69100,63.897788,23.923852,1
1022028814,15,217,Valtakatu,20,69100,63.897664,23.922214,1
1022028825,15,217,Valtakatu,20,69100,63.897503,23.922272,1
1022028836,15,217,Valtakatu,13,69100,63.898244,23.922497,1
1022028847,15,217,Valtakatu,36,69100,63.896018,23.928041,1
1022028858,15,217,Valtakatu,36,69100,63.896026,23.927979,1
102202887A,15,217,Riuttasentie,9,69100,63.901916,23.930863,1
102202888B,15,217,Riuttasentie,9,69100,63.901789,23.931203,2
102202889C,15,217,Siltakatu,4,69100,63.90206,23.922813,1
102202889C,15,217,Siltakatu,4a,69100,63.90206,23.922813,1
102202894J,15,217,Siltakatu,2,69100,63.902596,23.926057,1
102202895K,15,217,Siltakatu,2,69100,63.902698,23.927086,1
102202896L,15,217,Siltakatu,2,69100,63.902599,23.927077,1
102202898N,15,217,Koskikuja,4,69100,63.900377,23.925199,1
102202899P,15,217,Koskikuja,4,69100,63.900376,23.925179,1
102202900R,15,217,Koskikuja,4,69100,63.900486,23.925269,2
102202901S,15,217,Riuttasentie,3,69100,63.903142,23.928506,1
102202902T,15,217,Korrinkuja,15,69100,63.903005,23.932212,1
102202903U,15,217,Korrinkuja,17,69100,63.902849,23.932474,1
102202904V,15,217,Museotie,6,69100,63.90449,23.927298,1
102202905W,15,217,Museotie,5,69100,63.904949,23.927309,1
102202906X,15,217,Museotie,5,69100,63.905209,23.927709,2
102202907Y,15,217,Museotie,12,69100,63.90489,23.928376,1
1022029080,15,217,Museotie,10,69100,63.904765,23.927982,1
1022029091,15,217,Museotie,10,69100,63.90462,23.928344,2
1022029102,15,217,Museotie,8,69100,63.904665,23.927503,1
1022029113,15,217,Museotie,8,69100,63.904548,23.927883,2
1022029124,15,217,Museotie,8,69100,63.904478,23.927564,2
1022029157,15,217,Riuttasentie,11,69100,63.901602,23.931284,1
1022029168,15,217,Museotie,4,69100,63.904334,23.926703,1
1022029179,15,217,Museotie,4,69100,63.904138,23.926786,2
102202918A,15,217,Kajaanintie,4,69100,63.904074,23.927996,2
102202919B,15,217,Kajaanintie,4,69100,63.904174,23.928923,1
102202921D,15,217,Kajaanintie,4,69100,63.90455,23.92929,2
102202922E,15,217,Kajaanintie,4,69100,63.904112,23.929786,1
102202923F,15,217,Koivutie,2,69100,63.905838,23.931148,1
102202924H,15,217,Koivutie,2,69100,63.906026,23.931086,2
102202926K,15,217,Museotie,11,69100,63.905666,23.930636,1
102202927L,15,217,Kuusitie,1,69100,63.90583,23.930333,1
102202928M,15,217,Kajaanintie,4,69100,63.904213,23.931182,2
102202929N,15,217,Kajaanintie,4,69100,63.904213,23.930734,2
102202930P,15,217,Museotie,1,69100,63.904482,23.926055,1
102202931R,15,217,Museotie,1,69100,63.904289,23.925444,2
102202932S,15,217,Museotie,13,69100,63.906017,23.931964,1
102202933T,15,217,Museotie,13,69100,63.906148,23.931766,2
102202934U,15,217,Museotie,15,69100,63.906183,23.932578,1
102202935V,15,217,Haapatie,2,69100,63.906637,23.932366,1
102202936W,15,217,Haapatie,1,69100,63.90656,23.933394,1
102202937X,15,217,Haapatie,1,69100,63.906581,23.933575,2
102202938Y,15,217,Haapatie,3,69100,63.90682,23.933386,1
1022029390,15,217,Haapatie,3,69100,63.906905,23.93358,2
1022029401,15,217,Koivutie,1,69100,63.906468,23.932037,1
1022029412,15,217,Koivutie,1,69100,63.906313,23.931932,2
1022029445,15,217,Koutosentie,2,69100,63.904028,23.925003,1
1022029456,15,217,Riuttasentie,13,69100,63.901374,23.931982,1
1022029467,15,217,Raasakankatu,13,69100,63.900192,23.928319,1
1022029478,15,217,Raasakankatu,11,69100,63.899999,23.927687,1
1022029489,15,217,Raasakankatu,9,69100,63.899824,23.927095,1
102202949A,15,217,Siltakatu,1,69100,63.902954,23.923489,1
102202951C,15,217,Siltakatu,1,69100,63.903325,23.924856,1
102202952D,15,217,Koskikuja,1,69100,63.900136,23.926531,1
102202953E,15,217,Raasakankatu,7,69100,63.899715,23.926597,1
102202954F,15,217,Raasakankatu,8,69100,63.899545,23.924964,1
102202955H,15,217,Raasakankatu,8,69100,63.899633,23.924852,2
102202956J,15,217,Raasakankatu,8,69100,63.899458,23.924647,2
102202957K,15,217,Raasakankatu,8,69100,63.899568,23.924758,2
102202958L,15,217,Raasakankatu,5,69100,63.899524,23.926067,1
102202959M,15,217,Raasakankatu,5,69100,63.899504,23.926375,2
102202960N,15,217,Raasakankatu,6,69100,63.899094,23.92485,2
102202961P,15,217,Raasakankatu,6,69100,63.899098,23.925054,2
102202962R,15,217,Junkalantie,2,69100,63.904329,23.932822,2
102202963S,15,217,Kajaanintie,4,69100,63.904235,23.933464,1
102202964T,15,217,Siltakatu,4,69100,63.902056,23.920978,1
102202965U,15,217,Siltakatu,4,69100,63.901962,23.921579,2
102202966V,15,217,Raasakankuja,4,69100,63.90156,23.923418,1
102202967W,15,217,,,69100,63.901519,23.923565,2
102202968X,15,217,Korrinkuja,13,69100,63.903319,23.93177,1
102202969Y,15,217,Korrinkuja,13,69100,63.903263,23.932122,2
1022029700,15,217,Raasakankatu,12,69100,63.899906,23.925455,1
1022029711,15,217,Raasakankatu,12,69100,63.899816,23.925872,2
1022029722,15,217,Koskikuja,5,69100,63.90062,23.92607,1
1022029733,15,217,Raasakankatu,15,69100,63.900234,23.929048,1
1022029744,15,217,Raasakankatu,15,69100,63.900053,23.928966,2
1022029755,15,217,Korrinkuja,11,69100,63.903503,23.931566,1
1022029766,15,217,Korrinkuja,11,69100,63.903662,23.931855,2
1022029777,15,217,Korrinkuja,11,69100,63.903675,23.931221,2
1022029788,15,217,Korrinkuja,11b,69100,63.903748,23.931702,2
1022029799,15,217,Riuttasentie,15,69100,63.901078,23.932402,1
102202980A,15,217,Riuttasentie,4,69100,63.901081,23.928323,2
102202981B,15,217,Riuttasentie,1,69100,63.90341,23.92762,1
102202982C,15,217,Riuttasentie,1,69100,63.903417,23.927497,1
102202983D,15,217,Riuttasentie,1,69100,63.90343,23.928148,2
102202984E,15,217,Raasakankatu,10,69100,63.899722,23.925251,1
102202985F,15,217,Raasakankatu,10,69100,63.899722,23.925658,2
102202986H,15,217,Koskikuja,2,69100,63.900175,23.925446,1
102202988K,15,217,Koskikuja,3,69100,63.900413,23.92648,1
102202989L,15,217,Raasakankatu,1,69100,63.89898,23.926677,1
102202990M,15,217,Raasakankatu,3,69100,63.899279,23.92638,1
102202991N,15,217,Raasakankatu,3,69100,63.899171,23.925943,2
102202992P,15,217,Riuttasentie,4,69100,63.90138,23.928046,2
102202993R,15,217,Riuttasentie,4,69100,63.901495,23.927952,2
102202994S,15,217,Koskikuja,6,69100,63.900579,23.924973,1
102202995T,15,217,Raasakankuja,1,69100,63.901937,23.923805,1
102202996U,15,217,Mäkelänkatu,4,69100,63.901289,23.937721,1
102202997V,15,217,Mäkelänkatu,4,69100,63.901516,23.937391,2
1022030021,15,217,Silmäjärventie,2b,69100,63.903785,23.947462,1
1022030032,15,217,Silmäjärventie,2a,69100,63.903407,23.946137,1
1022030043,15,217,Silmäjärventie,2d,69100,63.904121,23.94977,1
1022030054,15,217,Silmäjärventie,2c,69100,63.904376,23.949498,1
1022030065,15,217,Silmäjärventie,2,69100,63.904085,23.950182,2
1022030076,15,217,Rekiläntie,,69100,63.834272,23.873914,1
1022030087,15,217,Liikuntatie,2,69100,63.905079,23.943671,1
1022030098,15,217,Liikuntatie,2,69100,63.904782,23.942785,1
1022057290,15,74,Hietalantie,9,69550,63.48844,24.358225,2
1022069380,15,272,Kääpätie,7,67700,63.811482,23.143724,2
1022069391,15,272,Kruunupyyntie,93,67700,63.814481,23.121816,2
1022069402,15,272,Lussinpolku,13,67400,63.841778,23.188126,2
1022069413,15,272,Välskärinkatu,14,67100,63.842703,23.148485,2
1022069424,15,272,Asujamaantie,57,68300,63.890375,23.411379,2
1022069446,15,272,Tervojantie,1,68300,63.846984,23.492095,2
1022069457,15,272,Karjasuontie,132,68240,64.01412,23.610348,2
102207109H,15,272,Asemakatu,,67900,63.853516,23.019605,1
102207110J,15,272,Kemirantie,,67900,63.854499,23.020383,2
102207111K,15,272,Kemirantie,,67900,63.854454,23.020369,2
102207112L,15,272,Kemirantie,,67900,63.854206,23.0202,2
102207113M,15,272,Kemirantie,,67900,63.85438,23.020298,1
102207114N,15,272,Kemirantie,,67900,63.854758,23.020651,2
102207115P,15,272,Kemirantie,,67900,63.854299,23.020289,2
102207116R,15,272,,,67900,63.854202,23.020058,2
102207117S,15,272,Ykspihlaja,,67900,63.854572,23.020433,2
102208416N,15,421,Kangasvierentie,23,69440,63.536899,24.635439,1
102211102A,15,272,Sorvarinkatu,5,67100,63.839793,23.146848,2
102212229N,15,217,Liikuntatie,2,69100,63.905257,23.9389,1
102212230P,15,217,Turkistie,,69100,63.905117,23.939486,1
102212231R,15,217,Liikuntatie,2,69100,63.905165,23.938808,2
102212232S,15,217,Liikuntatie,2,69100,63.905246,23.943877,2
102212233T,15,217,Liikuntatie,2,69100,63.904346,23.943383,1
102212234U,15,217,Kitinkuja,2,69100,63.903896,23.945472,2
102212235V,15,217,Kitinkuja,2,69100,63.904457,23.945655,1
102212236W,15,217,Kitinkuja,4,69100,63.90478,23.947333,1
102212237X,15,217,Kitinkuja,2,69100,63.904545,23.947705,2
102212238Y,15,217,Kitinkuja,4a,69100,63.904828,23.946247,1
1022122390,15,217,Joki-Annalankatu,6,69100,63.898864,23.931767,1
1022122401,15,217,Tarunkuja,2,69100,63.901165,23.939509,1
1022122412,15,217,Tarunkuja,4,69100,63.901497,23.939901,1
1022122423,15,217,Joki-Annalankatu,12,69100,63.898104,23.927732,1
1022122434,15,217,Joki-Annalankatu,7,69100,63.898765,23.928393,1
1022122445,15,217,Joki-Annalankatu,7,69100,63.899019,23.928936,1
1022122456,15,217,Joki-Annalankatu,7,69100,63.899,23.929326,2
1022122478,15,217,Tarunkuja,3,69100,63.901424,23.940684,1
1022122489,15,217,Riuttasentie,25,69100,63.900946,23.937657,1
102212249A,15,217,Riuttasentie,25,69100,63.900748,23.937617,2
102212250B,15,217,Mäkelänkatu,2,69100,63.901131,23.938309,1
102212251C,15,217,Valtterinkuja,1,69100,63.900909,23.944818,1
102212252D,15,217,Riuttasentie,37,69100,63.900945,23.943529,1
102212253E,15,217,Riuttasentie,37,69100,63.900779,23.943772,2
102212254F,15,217,Riuttasentie,35,69100,63.901046,23.942805,1
102212255H,15,217,Riuttasentie,33,69100,63.90134,23.941386,1
102212256J,15,217,Riuttasentie,33,69100,63.901016,23.940932,2
102212257K,15,217,Kajaanintie,157,69100,63.902543,23.945639,1
102212261P,15,217,Ylikannuksentie,,69170,63.887734,24.106498,2
102212262R,15,217,Huhtasaarenkatu,3,69100,63.887901,23.921001,1
102212263S,15,217,Huhtasaarenkatu,3,69100,63.887485,23.920842,2
102212264T,15,217,Lopotinkatu,167,69100,63.887164,23.900374,2
102212265U,15,217,Lopotinkatu,167,69100,63.88731,23.900073,2
102212266V,15,217,Kumpukuja,4,69100,63.89582,23.932242,1
102212267W,15,217,Kumpukuja,3,69100,63.8957,23.932928,1
102212268X,15,217,Kumpukuja,3,69100,63.895473,23.932831,2
102212269Y,15,217,Valtakatu,37,69100,63.895376,23.932067,1
1022122700,15,217,Valtakatu,37,69100,63.895384,23.932045,1
1022122711,15,217,Valtakatu,37,69100,63.895431,23.932122,2
1022122722,15,217,Ullavantie,,69100,63.891124,23.923868,2
1022122733,15,217,Ravitie,,69100,63.891569,23.922392,2
1022122744,15,217,Luomakuja,1,69100,63.895488,23.933563,1
1022122755,15,217,Luomakuja,1,69100,63.895356,23.933251,2
1022122766,15,217,Luomakuja,1,69100,63.895533,23.933558,1
1022122777,15,217,Kannuksenkatu,54,69100,63.892287,23.934239,1
1022122788,15,217,Kannuksenkatu,54,69100,63.892068,23.934059,2
1022122799,15,217,Kannuksenkatu,56,69100,63.892207,23.934696,1
102212280A,15,217,Kannuksenkatu,56,69100,63.892035,23.934653,2
102212281B,15,217,Kannuksenkatu,41,69100,63.892551,23.934842,1
102212282C,15,217,Kannuksenkatu,41,69100,63.892837,23.934749,2
102212283D,15,217,Lestikatu,38,69100,63.893514,23.93492,1
102212284E,15,217,Kannuksenkatu,39,69100,63.892592,23.934226,1
102212285F,15,217,Lestikatu,40,69100,63.893428,23.9355,1
102212286H,15,217,Valtakatu,60,69100,63.894094,23.935998,1
102212287J,15,217,Valtakatu,58,69100,63.893768,23.935463,1
102212288K,15,217,Valtakatu,56,69100,63.89411,23.935059,1
102212289L,15,217,Luomakuja,2,69100,63.895059,23.933651,1
102212290M,15,217,Luomakuja,2,69100,63.89516,23.933742,2
102212291N,15,217,Kannuksenkatu,42,69100,63.893579,23.926555,2
102212292P,15,217,Kannuksenkatu,40,69100,63.893839,23.926506,1
102212293R,15,217,Kannuksenkatu,40,69100,63.893782,23.92639,2
102212294S,15,217,Kannuksenkatu,40,69100,63.893783,23.926431,2
102212295T,15,217,Kannuksenkatu,38,69100,63.893931,23.926211,1
102212296U,15,217,Kannuksenkatu,36,69100,63.894147,23.9258,1
102212297V,15,217,Kannuksenkatu,36,69100,63.893924,23.925437,2
102212298W,15,217,Kannuksenkatu,36,69100,63.894007,23.92557,2
102212299X,15,217,Lestikatu,24,69100,63.894814,23.928887,1
102212300Y,15,217,Lestikatu,24,69100,63.894612,23.928664,2
1022123021,15,217,Kannuksenkatu,25,69100,63.894127,23.927412,1
1022123032,15,217,Kannuksenkatu,27,69100,63.894054,23.927747,1
1022123043,15,217,Kannuksenkatu,27,69100,63.894341,23.928164,2
1022123054,15,217,Kannuksenkatu,37,69100,63.892654,23.93377,1
1022123065,15,217,Kannuksenkatu,37,69100,63.892874,23.93395,2
1022123076,15,217,Valtakatu,43,69100,63.895008,23.934186,1
1022123087,15,217,Valtakatu,43,69100,63.894857,23.934264,2
1022123098,15,217,Luomakuja,3,69100,63.895439,23.93418,1
1022123109,15,217,Luomakuja,3,69100,63.895584,23.934246,2
102212311A,15,217,Valtakatu,62,69100,63.893871,23.936512,1
102212312B,15,217,Marjamäenkatu,14,69100,63.892472,23.94808,1
102212313C,15,217,Marjamäenkatu,14,69100,63.892419,23.948534,2
102212314D,15,217,Lummukkakangas,30,69100,63.89242,23.899998,1
102212315E,15,217,Lummukkakangas,30,69100,63.892267,23.899567,2
102212316F,15,217,Lummukkakangas,38,69100,63.892821,23.898609,1
102212317H,15,217,Lummukkakangas,38,69100,63.89273,23.898986,2
102212318J,15,217,Lummukkakangas,39,69100,63.892963,23.899368,1
102212319K,15,217,Lummukkakangas,39,69100,63.892918,23.899372,2
102212320L,15,217,Rantatie,4,69100,63.895965,23.939117,1
102212321M,15,217,Rantatie,4,69100,63.89583,23.938663,2
102212322N,15,217,Rantatie,4,69100,63.896138,23.938772,2
102212323P,15,217,Kannuksenkatu,29,69100,63.893864,23.928114,1
102212324R,15,217,Kannuksenkatu,29,69100,63.894087,23.928456,2
102212325S,15,217,Numersintie,2,69100,63.890444,23.919356,1
102212326T,15,217,Numersintie,2,69100,63.890122,23.918556,2
102212327U,15,217,Halmeentie,7,69100,63.891836,23.940953,1
102212328V,15,217,Halmeentie,7,69100,63.891567,23.940942,2
102212329W,15,217,Halmeentie,7,69100,63.891632,23.941057,2
102212330X,15,217,Kannuksenkatu,43,69100,63.892551,23.935249,1
102212331Y,15,217,Kannuksenkatu,43,69100,63.892825,23.935444,2
1022123320,15,217,Kannuksenkatu,43,69100,63.892808,23.935058,2
1022123331,15,217,Kannuksenkatu,60,69100,63.892102,23.935665,1
1022123353,15,217,Rantatie,1,69100,63.894545,23.937804,1
1022123364,15,217,Rantatie,1,69100,63.894709,23.937481,2
1022123386,15,217,Lestikatu,39,69100,63.893635,23.938495,1
1022123397,15,217,Lestikatu,48,69100,63.893255,23.937945,1
1022123408,15,217,Lestikatu,48,69100,63.893128,23.937898,2
1022123419,15,217,Lestikatu,48,69100,63.893111,23.93794,2
102212342A,15,217,Lestikatu,50,69100,63.893251,23.938618,1
102212343B,15,217,Lestikatu,50,69100,63.893088,23.938554,2
102212344C,15,217,Kannuksenkatu,51,69100,63.892312,23.937946,1
102212345D,15,217,Kannuksenkatu,51,69100,63.892447,23.937952,1
102212346E,15,217,Kannuksenkatu,70,69100,63.891937,23.938924,1
102212347F,15,217,Kannuksenkatu,68,69100,63.891979,23.937921,1
102212348H,15,217,Kannuksenkatu,68,69100,63.891782,23.937963,2
102212349J,15,217,Lummukkakangas,36,69100,63.892644,23.899138,1
102212350K,15,217,Lummukkakangas,34,69100,63.892532,23.899374,1
102212351L,15,217,Lummukkakangas,34,69100,63.892437,23.89914,2
102212352M,15,217,Lestikatu,41,69100,63.89363,23.939107,1
102212353N,15,217,Kannuksenkatu,44,69100,63.893711,23.927274,1
102212354P,15,217,Kannuksenkatu,44,69100,63.893516,23.926949,2
102212355R,15,217,Kannuksenkatu,44,69100,63.8936,23.927123,2
102212356S,15,217,Rantatie,3,69100,63.895068,23.93789,1
102212357T,15,217,Rantatie,3,69100,63.895043,23.937974,2
102212358U,15,217,Valtakatu,39,69100,63.89524,23.932448,1
102212359V,15,217,Valtakatu,41,69100,63.895277,23.932934,1
102212360W,15,217,Kannuksenkatu,31,69100,63.893724,23.928741,1
102212361X,15,217,Kannuksenkatu,31,69100,63.893805,23.92914,2
102212362Y,15,217,Kannuksenkatu,46,69100,63.893409,23.928266,1
1022123630,15,217,Kannuksenkatu,33,69100,63.893617,23.929201,1
1022123641,15,217,Kannuksenkatu,33,69100,63.893771,23.929245,2
1022123652,15,217,Niittypolku,2,69100,63.893234,23.928896,1
1022123663,15,217,Niittypolku,2,69100,63.893079,23.928791,2
1022123674,15,217,Niittypolku,6,69100,63.892707,23.9282,1
1022123685,15,217,Niittypolku,6,69100,63.892701,23.928323,2
1022123696,15,217,Niittypolku,1,69100,63.893187,23.927984,1
1022123718,15,217,Halmeentie,2,69100,63.893251,23.941146,1
1022123729,15,217,Halmeentie,2,69100,63.893628,23.941146,2
102212373A,15,217,Niittypolku,4,69100,63.893003,23.928595,1
102212374B,15,217,Mattilankatu,5,69100,63.893776,23.930753,1
102212375C,15,217,Mattilankatu,7,69100,63.893528,23.930495,1
102212376D,15,217,Mattilankatu,9,69100,63.893322,23.930089,1
102212377E,15,217,Mattilankatu,17,69100,63.892314,23.928732,1
102212378F,15,217,Mattilankatu,19,69100,63.892093,23.928471,1
102212379H,15,217,Mattilankatu,21,69100,63.891924,23.928122,1
102212380J,15,217,Niittypolku,8,69100,63.892542,23.927606,1
102212381K,15,217,Niittypolku,8,69100,63.892553,23.927299,2
102212382L,15,217,Mattilankatu,2,69100,63.894533,23.932994,1
102212385P,15,217,Lestikatu,28,69100,63.894379,23.929953,1
102212386R,15,217,Lestikatu,28,69100,63.894291,23.929637,2
102212387S,15,217,Lestikatu,30,69100,63.894315,23.930327,1
102216375D,15,584,,,0,63.174998,24.637873,1
102216378H,15,584,Kivijärventie,1127,69980,63.21373,24.693332,1
102216379J,15,584,Kuusjärvi,,69980,63.21338,24.692783,2
102216380K,15,584,Kuusjärvi,,69980,63.213388,24.692742,1
102216381L,15,584,,,69980,63.211495,24.696156,1
102216382M,15,584,Kivijärventie,1127,69980,63.212807,24.692868,2
102216383N,15,584,Kivijärventie,1127,69980,63.211659,24.695725,2
102216384P,15,584,Kivijärventie,1141,69980,63.212146,24.694175,2
102216385R,15,584,Tenhusentie,68,69950,63.155488,24.273846,1
102216386S,15,584,Tenhusentie,68,69950,63.155613,24.273835,2
102216387T,15,584,,,69950,63.156228,24.279656,2
1022163941,15,584,Tenhusentie,86,69950,63.154261,24.276365,1
1022163952,15,584,,,69950,63.154083,24.274574,2
1022163963,15,584,Tenhusentie,106,69950,63.153041,24.278783,1
1022163974,15,584,,,69950,63.153529,24.281319,2
1022163985,15,584,,,69950,63.153709,24.281322,2
102217662X,15,272,Pitkäpauhantie,10,68230,64.081304,23.42707,1
102217678E,15,272,Vanhakalliontie,5,68380,63.600365,24.088592,2
102217679F,15,272,Vanhakalliontie,5,68380,63.60049,24.089427,2
102217680H,15,272,Kotikarintie,160,68390,63.623721,24.071583,1
102217681J,15,272,Vanha Rantatie,80a,68210,63.942255,23.436152,2
102217682K,15,272,Vanhakalliontie,5,68380,63.600244,24.088847,2
102217683L,15,272,Vareskarintie,32,68320,63.917502,23.352863,1
102217684M,15,272,Etelämäentie,3,68300,63.838899,23.358942,2
102217685N,15,272,Aapunkarintie,154,68210,63.938316,23.405833,2
102217686P,15,272,Aapunkarintie,154,68210,63.938062,23.405743,2
1022199292,15,272,Sipolanpolku,8,67700,63.815993,23.12893,1
1022199303,15,272,Sipolanpolku,10,67700,63.816296,23.129153,1
1022199314,15,272,Sipintie,9,67700,63.816901,23.130941,1
1022199325,15,272,Sipintie,9,67700,63.816919,23.130288,2
1022199336,15,272,Sipintie,13,67700,63.817381,23.130753,1
1022199347,15,272,Sipolankuja,8,67700,63.816864,23.128912,1
1022199358,15,272,Sipolankuja,8,67700,63.816861,23.128465,2
1022203067,15,584,Huviniementie,76,69950,63.153936,24.267895,2
1022203078,15,584,Jylhäntie,80,69980,63.181529,24.537125,2
1022203089,15,584,Kiveläntie,421,69920,63.223005,24.342477,1
102220309A,15,584,Kokkokalliontie,15,69950,63.230624,24.348945,2
102222155V,15,217,Lestikatu,30,69100,63.894192,23.930015,2
102222156W,15,217,Mattilankatu,3,69100,63.894077,23.931373,1
